customer_id,frequency,recency,T,monetary_value,pred_90d,pred_180d,pred_365d,exp_avg_val,CLV_90d,CLV_180d,CLV_365d,CLV_Tier,at_risk_flag,Segment,Recency,R_Score,F_Score,M_Score,RFM_Score
C12004,3.0,371.0,666.0,29.65,0.4565468706221155,0.913093741244235,1.851551197523029,32.3977050561101,14.791070858705355,29.58214171741084,59.98600959363854,Bronze,0,At Risk,295,1,3,1,5
C12005,2.0,187.0,378.0,53.72,0.5067057259300558,1.013411451860112,2.054973221827449,59.836250383137234,30.31937068732013,60.63874137464029,122.96189223190946,Bronze,0,At Risk,191,2,2,1,5
C12006,2.0,477.0,589.0,19.595,0.4037130117084207,0.8074260234168408,1.6372805474841543,23.035991528768857,9.299929517768945,18.599859035537868,37.716380822063016,Bronze,0,Needs Attention,112,3,2,1,6
C12007,5.0,623.0,653.0,300.57000000000005,0.6252594234988179,1.250518846997634,2.5357743286340915,310.29964919879205,194.01777976992216,388.03555953984375,786.849884622461,Gold,0,Champions,30,5,4,5,14
C12008,1.0,324.0,437.0,348.95,0.3713958962905064,0.7427917925810147,1.506216690511499,412.4502820071495,153.18234216131742,306.3646843226356,621.2394987653432,Gold,0,Needs Attention,113,3,1,3,7
C12009,1.0,166.0,219.0,7.27,0.4925850250183045,0.9851700500366074,1.9977059347964532,12.64055425340933,6.22654773316087,12.45309546632172,25.252110251152374,Bronze,0,Potential Loyalists,53,4,1,2,7
C12010,3.0,387.0,392.0,97.03,0.6052764901613488,1.2105529803226958,2.454732432321024,103.20956602576716,62.47032387515234,124.94064775030448,253.35186904922875,Silver,0,Loyal Customers,5,5,3,4,12
C12011,4.0,647.0,682.0,91.305,0.5296584859025355,1.0593169718050717,2.148059415049171,95.66545850746932,50.670021906238034,101.34004381247614,205.4950888419653,Bronze,0,Champions,35,5,4,3,12
C12012,2.0,328.0,604.0,59.255,0.397962563256083,0.7959251265121655,1.6139592843163355,65.80517148962598,26.187994721517665,52.3759894430353,106.20686748171047,Bronze,0,At Risk,276,1,2,1,4
C12013,1.0,33.0,168.0,52.46,0.5332957024044228,1.0665914048088467,2.162810348640157,65.51869051304267,34.94083607777108,69.88167215554225,141.70450187096037,Bronze,0,Needs Attention,135,3,1,2,6
C12014,4.0,532.0,698.0,395.16,0.5222705799359476,1.0445411598718952,2.118097351962456,410.9816895600513,214.6436453495836,429.2872906991672,870.4992283622008,Platinum,1,Can't Lose Them,166,2,4,5,11
C12015,5.0,697.0,730.0,46.334,0.5844268388807178,1.168853677761435,2.370175513238465,48.44938495450589,28.315120894676884,56.630241789353725,114.83354585063395,Bronze,0,Champions,33,5,4,2,11
C12016,3.0,312.0,481.0,91.06,0.5473573031040311,1.0947146062080626,2.219837951477459,96.93549642070852,53.05835189588947,106.116703791779,215.18109379999615,Bronze,0,At Risk,169,2,3,2,7
C12017,2.0,295.0,436.0,29.7,0.4735009788977191,0.9470019577954376,1.920309525529636,33.93318173311736,16.06739476774527,32.13478953549052,65.1622121136335,Bronze,0,Needs Attention,141,3,2,3,8
C12018,1.0,534.0,615.0,74.21,0.3092686784529625,0.618537356905925,1.2542563070592354,90.96899951164912,28.133862259155915,56.26772451831183,114.09844138435442,Bronze,0,Potential Loyalists,81,4,1,3,8
C12019,2.0,426.0,637.0,265.32,0.3858706939454934,0.7717413878909865,1.5649200365567244,288.0248151768177,111.14033530580114,222.28067061160212,450.73580429574935,Silver,0,At Risk,211,2,2,4,8
C12020,1.0,205.0,488.0,36.81,0.3511829525521959,0.7023659051043907,1.4242419742394574,47.20616932553965,16.57800192242192,33.15600384484378,67.2330077964887,Bronze,0,Hibernating,283,1,1,1,3
C12021,4.0,547.0,632.0,456.4025,0.5541551644636409,1.108310328927281,2.2474070558803185,474.5342204719591,262.9655889892641,525.9311779785279,1066.4715553453475,Platinum,0,Loyal Customers,85,3,4,5,12
C12022,3.0,430.0,440.0,123.69333333333331,0.5725986680182157,1.1451973360364318,2.322205709184991,131.2309411072101,75.1426620807654,150.28532416153087,304.74524066088264,Silver,0,Loyal Customers,10,5,3,3,11
C12023,1.0,88.0,580.0,115.95,0.3197871804402687,0.6395743608805368,1.2969146762299777,139.8101902059863,44.70950652279004,89.41901304557996,181.32188756464828,Bronze,0,Hibernating,492,1,1,3,5
C12024,5.0,277.0,595.0,78.076,0.659993321789033,1.3199866435780652,2.676639582811079,81.14204487537518,53.55320773405365,107.10641546810724,217.18800914366207,Bronze,0,Can't Lose Them,318,1,4,3,8
C12025,3.0,541.0,672.0,993.2633333333332,0.4541034448771854,0.9082068897543708,1.8416417486685857,1045.0906909348253,474.5792829625821,949.1585659251642,1924.682647570472,Platinum,0,Loyal Customers,131,3,3,5,11
C12026,5.0,556.0,598.0,929.278,0.6581023719886352,1.316204743977273,2.6689707308428003,957.8371967235196,630.3549311426932,1260.709862285389,2556.439442967591,Platinum,0,Champions,42,4,4,5,13
C12027,4.0,631.0,718.0,83.035,0.5133205580943846,1.0266411161887703,2.081800041160564,87.08351899419866,44.701760570925,89.4035211418501,181.2904734265295,Bronze,0,Loyal Customers,87,3,4,2,9
C12028,5.0,558.0,715.0,132.166,0.5919575804655071,1.183915160931006,2.4007168541100974,136.85201825826917,81.01058960998641,162.02117921997174,328.5429467516096,Silver,0,Can't Lose Them,157,2,5,4,11
C12029,1.0,185.0,371.0,28.17,0.4012857387370167,0.8025714774740331,1.627436607100122,37.096253475058745,14.886197480114571,29.77239496022913,60.37180089157572,Bronze,0,Hibernating,186,2,1,1,4
C12030,4.0,323.0,503.0,33.095,0.6292390308678439,1.2584780617356883,2.5519138474084806,35.259811703662244,22.18684974499509,44.37369948999021,89.98000174359129,Bronze,0,Can't Lose Them,180,2,4,1,7
C12031,3.0,684.0,720.0,481.6966666666667,0.4354589351209764,0.8709178702419529,1.7660279035461817,507.4684339340698,220.98166384843964,441.9633276968793,896.2034144964493,Platinum,0,Loyal Customers,36,5,3,5,13
C12032,5.0,540.0,639.0,332.638,0.6333044329231178,1.2666088658462349,2.5684013112993083,343.3280726863616,217.4311903792232,434.8623807584461,881.8042720935155,Platinum,0,Loyal Customers,99,3,4,5,12
C12033,4.0,376.0,413.0,65.0225,0.6949305736364879,1.3898611472729738,2.8183295486368647,68.39159813775518,47.52741252578637,95.0548250515726,192.75006191013335,Bronze,0,Champions,37,4,4,3,11
C12035,5.0,618.0,677.0,206.068,0.6119333754164813,1.2238667508329617,2.481729800300171,212.9673529401444,130.32183113817564,260.64366227635105,528.5274262826006,Gold,0,Champions,59,4,4,4,12
C12036,1.0,422.0,690.0,135.58,0.2889056616786719,0.5778113233573438,1.1716729612523935,162.77982540794696,47.0280131674216,94.0560263348432,190.72472006787683,Bronze,0,Hibernating,268,1,1,1,3
C12037,3.0,549.0,682.0,133.20000000000002,0.4500886754277612,0.900177350855523,1.8253596281236988,141.22181018237893,63.56233748649766,127.12467497299538,257.7805909174628,Silver,0,Loyal Customers,133,3,3,3,9
C12038,5.0,359.0,469.0,112.25,0.7505725251728382,1.5011450503456765,3.0439885743120683,116.33954220181296,87.32126396786674,174.64252793573348,354.13623720301536,Silver,0,Loyal Customers,110,3,4,3,10
C12039,3.0,305.0,445.0,587.4166666666666,0.5693965092115625,1.138793018423121,2.3092191762468897,618.5730635231489,352.2133430623831,704.4266861247637,1428.4207801974408,Platinum,0,Loyal Customers,140,3,3,5,11
C12040,7.0,704.0,721.0,67.78714285714285,0.7427574537370737,1.485514907474142,3.0122941179336937,69.74035616786078,51.8001693699569,103.60033873991344,210.07846466704785,Bronze,0,Champions,17,5,5,3,13
C12041,4.0,400.0,729.0,170.97500000000002,0.5085275768276444,1.0170551536552814,2.062361839356548,178.34056383059783,90.69109477484976,181.3821895496982,367.8027732535556,Silver,0,Can't Lose Them,329,1,4,4,9
C12042,6.0,693.0,700.0,74.75833333333334,0.6780083083332056,1.356016616666409,2.749700361573554,77.21828931676343,52.35464171204281,104.70928342408546,212.3271580543957,Bronze,0,Champions,7,5,5,4,14
C12043,1.0,136.0,201.0,1029.99,0.5062241152941243,1.0124482305882487,2.0530200231372837,1209.3550378881118,612.2046841314016,1224.4093682628034,2482.8301078662416,Platinum,0,Potential Loyalists,65,4,1,4,9
C12044,5.0,561.0,695.0,134.446,0.602305745244414,1.204611490488836,2.4426844112690134,139.2003033259896,83.84114243300866,167.68228486601842,340.022410978313,Silver,0,Loyal Customers,134,3,4,4,11
C12045,4.0,301.0,728.0,26.5625,0.5089596006545735,1.0179192013091516,2.0641139359879923,28.48090966370571,14.49563240871864,28.99126481743741,58.78784254647004,Bronze,0,Can't Lose Them,427,1,4,2,7
C12046,4.0,450.0,633.0,62.0275,0.5536430451989887,1.107286090397975,2.245330127751458,65.28362850749575,36.14382688852945,72.28765377705878,146.58329793681415,Bronze,0,Can't Lose Them,183,2,4,2,8
C12047,5.0,617.0,682.0,183.568,0.6092282963773099,1.2184565927546198,2.470759201974645,189.79348714027168,115.6275628339766,231.2551256679532,468.9340048266827,Silver,0,Champions,65,4,4,4,12
C12048,4.0,329.0,621.0,448.87,0.559851648848828,1.119703297697656,2.270509464775803,466.7175990229009,261.2926173597372,522.5852347194744,1059.6867259589344,Platinum,1,Can't Lose Them,292,1,4,5,10
C12049,3.0,177.0,208.0,31.396666666666665,0.7747695403111385,1.5495390806222789,3.14212091348406,34.2333345776348,26.52294489403152,53.04588978806309,107.5652765146833,Bronze,0,Loyal Customers,31,5,3,2,10
C12050,3.0,339.0,421.0,66.50666666666666,0.5851025143313813,1.1702050286627608,2.372915752566158,71.13158982614563,41.61927205566631,83.23854411133249,168.78927000353562,Bronze,0,Loyal Customers,82,4,3,2,9
C12051,4.0,445.0,707.0,150.56,0.5182047487782533,1.03640949755651,2.101608147822922,157.1555220937876,81.43873784572644,162.87747569145338,330.2793257076693,Silver,0,Can't Lose Them,262,2,4,3,9
C12052,3.0,351.0,505.0,93.13333333333334,0.5335884951001519,1.067176990200304,2.163997785683948,99.11443070007564,52.88631991996166,105.77263983992331,214.4834085642888,Bronze,0,At Risk,154,2,3,3,8
C12053,4.0,483.0,700.0,89.36,0.5213615578334081,1.0427231156668142,2.1144107623243773,93.6470942567666,48.82399494827984,97.6479898965595,198.0084239569127,Bronze,0,Can't Lose Them,217,2,4,3,9
C12054,3.0,326.0,482.0,47.48,0.5467694309745242,1.0935388619490476,2.217453803396681,51.13583923671244,27.959513721862013,55.91902744372398,113.39136120532926,Bronze,0,At Risk,156,2,3,1,6
C12055,3.0,214.0,530.0,133.08333333333334,0.5199637843848994,1.0399275687697989,2.1087420144498696,141.09920134029235,73.36647470258528,146.73294940517056,297.54181407159587,Silver,0,At Risk,316,1,3,3,7
C12056,9.0,564.0,723.0,136.2911111111111,0.8950628790582275,1.7901257581164531,3.6299772317361376,138.9279915864923,124.34928813118302,248.69857626236575,504.3054463097968,Gold,1,Can't Lose Them,159,2,5,5,12
C12057,1.0,225.0,516.0,32.76,0.3409940565226962,0.6819881130453924,1.3829203403420465,42.46714627062672,14.481044475763698,28.96208895152739,58.728680373930565,Bronze,0,Hibernating,291,1,1,1,3
C12058,2.0,388.0,390.0,685.99,0.4994591553641886,0.9989183107283752,2.0255843523103176,741.673603228602,370.43567142447193,740.8713428489423,1502.3224452214674,Platinum,0,Potential Loyalists,2,5,2,5,12
C12059,4.0,626.0,727.0,312.1525,0.509392359164526,1.0187847183290506,2.0658690121672425,324.84319570904603,165.47264182077478,330.9452836415491,671.0834918286971,Gold,0,Loyal Customers,101,3,4,5,12
C12060,5.0,635.0,650.0,196.132,0.6269661003887007,1.2539322007774023,2.542695851576397,202.7337738029206,127.10720357830206,254.2144071566043,515.4903256231139,Gold,0,Champions,15,5,4,4,13
C12061,3.0,307.0,660.0,17.323333333333334,0.4590167336389701,0.9180334672779412,1.861567864202493,19.443205112220127,8.924756502083808,17.849513004167633,36.19484581400662,Bronze,0,At Risk,353,1,3,1,5
C12062,4.0,586.0,693.0,61.85,0.5245570640374758,1.049114128074953,2.1273703152630934,65.0994333123802,34.148367608845604,68.2967352176913,138.49060196920698,Bronze,0,Loyal Customers,107,3,4,2,9
C12063,9.0,713.0,721.0,202.54555555555555,0.8965927935263668,1.7931855870527371,3.636181884856953,206.2703403029058,184.94050063381664,369.881001267634,750.0364747927051,Gold,0,Champions,8,5,5,5,15
C12064,8.0,614.0,729.0,247.5225,0.8141089579353085,1.6282179158705967,3.301664107182063,252.5540515732985,205.6065157486782,411.21303149735127,833.8486472029673,Gold,0,Loyal Customers,115,3,5,5,13
C12065,6.0,577.0,723.0,119.61166666666668,0.664703618209465,1.3294072364189278,2.6957424516272703,123.18551172392206,81.88185535387547,163.76371070775065,332.0764133796055,Silver,0,Loyal Customers,146,3,5,5,13
C12066,2.0,488.0,578.0,276.28,0.4080367580716086,0.816073516143217,1.6548157410681896,299.84403384477014,122.3473874971337,244.69477499426733,496.18662707170864,Silver,0,Needs Attention,90,3,2,3,8
C12067,1.0,174.0,373.0,79.51,0.4003094720890783,0.8006189441781554,1.6234773034723713,97.17068400326356,38.898345215881086,77.79669043176206,157.75440004218424,Bronze,0,Hibernating,199,2,1,5,8
C12068,5.0,592.0,630.0,431.488,0.6385864583793087,1.2771729167586192,2.589822858982745,445.1385897671357,284.2594755273552,568.5189510547112,1152.8300951942708,Platinum,0,Champions,38,4,4,5,13
C12069,0.0,0.0,613.0,0.0,0.2251118601740175,0.4502237203466374,0.912953655143127,29.34,6.604781977505675,13.209563954970342,26.786060241899342,Bronze,0,Hibernating,613,1,1,1,3
C12070,5.0,164.0,619.0,150.26600000000002,0.6451631532583579,1.2903263065167132,2.6164950104366773,155.4941058572779,100.31906764797031,200.6381352959402,406.84955212788014,Silver,0,Can't Lose Them,455,1,4,5,10
C12071,0.0,0.0,127.0,0.0,0.4150228749184351,0.8300457498332445,0.0,191.94,79.65949061184443,159.31898122299296,0.0,Silver,0,Needs Attention,127,3,1,2,6
C12072,5.0,269.0,666.0,123.616,0.6179699410147534,1.2359398820295149,2.506211427448731,128.04594925431752,79.1285477078687,158.25709541573843,320.9102212596909,Silver,0,Can't Lose Them,397,1,4,4,9
C12073,5.0,275.0,445.0,51.686,0.7707202696012354,1.541440539202462,3.1256988711605613,53.96167516610228,41.58935683215263,83.1787136643048,168.66794715261878,Bronze,0,Can't Lose Them,170,2,4,2,8
C12074,5.0,419.0,660.0,128.744,0.6213130832002676,1.242626166400537,2.519769726312203,133.3275307575063,82.83813921042476,165.67627842084974,335.9546756867235,Silver,0,Can't Lose Them,241,2,4,4,10
C12075,2.0,446.0,694.0,189.445,0.3666291830054842,0.7332583660109689,1.4868850199666863,206.2015290061159,75.59949811399393,151.19899622798795,306.5979645734199,Silver,0,At Risk,248,2,2,3,7
C12076,6.0,316.0,464.0,104.04333333333334,0.8532498721110547,1.7064997442221128,3.460402259117064,107.2305539168,91.49445641590717,182.98891283181467,371.0608510200688,Silver,0,Loyal Customers,148,3,5,3,11
C12077,2.0,572.0,634.0,197.415,0.3869395066652852,0.7738790133305705,1.5692546659203244,214.7963440411142,83.11319139677562,166.22638279355124,337.0701651091457,Silver,0,Potential Loyalists,62,4,2,3,9
C12078,5.0,610.0,663.0,32.202000000000005,0.6196370028067925,1.2392740056135831,2.512972289160877,33.89413733300363,21.002061669744176,42.004123339488295,85.17502788285128,Bronze,0,Champions,53,4,4,2,10
C12079,6.0,606.0,709.0,158.31833333333333,0.6727391879469179,1.345478375893835,2.7283311511180544,162.85342095340525,109.55787816657144,219.11575633314268,444.3180614533172,Silver,0,Loyal Customers,103,3,5,4,12
C12080,2.0,174.0,511.0,143.76,0.4365118839113273,0.8730237678226542,1.7702981958626036,156.93501396547651,68.50399859772062,137.00799719544116,277.8217720907556,Silver,0,At Risk,337,1,2,2,5
C12081,4.0,444.0,667.0,37.075,0.5367770269528434,1.073554053905688,2.1769290537532013,39.389934951886815,21.14361217533969,42.287224350679445,85.74909382221112,Bronze,0,Can't Lose Them,223,2,4,1,7
C12082,2.0,357.0,496.0,841.505,0.4434400409914619,0.8868800819829232,1.7983957217987052,909.3803359974548,403.2556534715408,806.511306943081,1635.4257057456916,Platinum,0,Needs Attention,139,3,2,5,10
C12083,2.0,234.0,245.0,449.215,0.6038006478513394,1.2076012957026785,2.448747071841541,486.33642256213847,293.65024701672195,587.3004940334437,1190.914890678927,Platinum,0,Potential Loyalists,11,5,2,4,11
C12084,1.0,209.0,719.0,17.43,0.2817329953153662,0.5634659906307322,1.1425838143345404,24.529066410919285,6.91064735223783,13.821294704475656,28.02651426185341,Bronze,0,Hibernating,510,1,1,1,3
C12085,1.0,402.0,573.0,17.93,0.3219773274206471,0.6439546548412943,1.305796938983737,25.114130985599893,8.086180775235515,16.172361550471035,32.79395536623296,Bronze,0,Hibernating,171,2,1,4,7
C12086,4.0,552.0,694.0,42.7125,0.5240981669934895,1.0481963339869784,2.1255092328069263,45.24007812069736,23.71024201769976,47.42048403539949,96.15820373844886,Bronze,0,Loyal Customers,142,3,4,2,9
C12087,1.0,124.0,422.0,3.82,0.3777913181206729,0.7555826362413453,1.5321536790449468,8.603608688113138,3.2503686668767355,6.500737333753467,13.182050704555612,Bronze,0,Hibernating,298,1,1,1,3
C12088,1.0,460.0,537.0,847.86,0.3337321113971834,0.6674642227943669,1.353469118444132,996.2394159149538,332.47708373039427,664.9541674607887,1348.3792840177096,Platinum,0,Potential Loyalists,77,4,1,4,9
C12089,3.0,696.0,704.0,215.64,0.4415012993859484,0.8830025987718974,1.790533047509681,227.86072111052573,100.60080444931631,201.20160889863277,407.9921513777832,Silver,0,Loyal Customers,8,5,3,4,12
C12090,3.0,547.0,716.0,103.76,0.4369539675493237,0.8739079350986478,1.7720910906167004,110.28234465927552,48.18830804951241,96.37661609902489,195.4303604230224,Bronze,0,At Risk,169,2,3,3,8
C12091,3.0,672.0,723.0,663.8633333333333,0.4343443573607047,0.868688714721409,1.761507671518413,698.9133830778197,303.56908422373164,607.1381684474629,1231.1412860184669,Platinum,0,Loyal Customers,51,4,3,5,12
C12092,2.0,566.0,604.0,38.29,0.3979625632560833,0.7959251265121663,1.6139592843163373,43.19660220371148,17.1906305369424,34.38126107388478,69.7175571775997,Bronze,0,Potential Loyalists,38,4,2,1,7
C12093,3.0,549.0,610.0,160.65,0.480687228781171,0.9613744575623436,1.9494537611680836,170.06991917046273,81.75043814508747,163.50087629017526,331.54344358841047,Silver,0,Loyal Customers,61,4,3,4,11
C12094,1.0,135.0,645.0,222.97,0.3007884563648608,0.6015769127297221,1.21986429525749,265.0374117706236,79.72019396542386,159.44038793084786,323.30967552644086,Silver,0,Hibernating,510,1,1,2,4
C12095,2.0,441.0,602.0,506.045,0.3987198066868644,0.7974396133737296,1.6170303271189532,547.6216595055452,218.34760221559088,436.6952044311821,885.5208312076757,Platinum,1,At Risk,161,2,2,4,8
C12096,5.0,607.0,628.0,19.638,0.6397722294016162,1.2795444588032323,2.5946318192398863,20.9538506703547,13.405691757921376,26.811383515842756,54.36752768490333,Bronze,0,Champions,21,5,4,1,10
C12097,1.0,571.0,611.0,22.23,0.3104356395254858,0.6208712790509721,1.258988982520026,30.145686327853124,9.35829541412178,18.71659082824357,37.95308695727167,Bronze,0,Potential Loyalists,40,4,1,1,6
C12098,2.0,630.0,730.0,23.625,0.355435179681865,0.71087035936373,1.4414871175986756,27.381926860141885,9.732500093570216,19.465000187140436,39.47069482392368,Bronze,0,Needs Attention,100,3,2,1,6
C12099,2.0,480.0,556.0,85.69999999999999,0.4169681750846893,0.8339363501693774,1.6910375989545716,94.32335010951672,39.32983516303943,78.65967032607873,159.50433149454858,Bronze,0,Potential Loyalists,76,4,2,5,11
C12100,5.0,650.0,655.0,73.85799999999999,0.6241267915316301,1.2482535830632602,2.5311808767671664,76.79771750009238,47.93151302028517,95.86302604057036,194.38891391560097,Bronze,0,Champions,5,5,4,3,12
C12101,5.0,634.0,641.0,70.28,0.6321424941155644,1.264284988231129,2.56368900391313,73.11255786311708,46.21755467875935,92.4351093575187,187.4378606416357,Bronze,0,Champions,7,5,4,4,13
C12102,4.0,363.0,729.0,88.4075,0.5085275768276442,1.017055153655281,2.062361839356547,92.65866651959728,47.119487157291566,94.23897431458244,191.09569791568157,Bronze,0,Can't Lose Them,366,1,4,3,8
C12103,5.0,349.0,653.0,23.618,0.6252594234988174,1.250518846997633,2.535774328634089,25.053050042954407,15.664655626744691,31.329311253489344,63.52888115290895,Bronze,0,Can't Lose Them,304,1,4,2,7
C12104,2.0,261.0,569.0,49.215,0.4116438643094454,0.8232877286188911,1.6694445608105288,54.97807701642867,22.631388075345004,45.26277615069002,91.7828516388992,Bronze,0,At Risk,308,1,2,1,4
C12105,6.0,633.0,661.0,178.21666666666667,0.7018284568888563,1.4036569137777104,2.8463042973825714,183.2459101150828,128.60719432726265,257.21438865452484,521.5736214383406,Gold,0,Champions,28,5,5,5,15
C12106,3.0,467.0,555.0,36.17333333333334,0.50701753954036,1.0140350790807195,2.056237799247015,39.25329088363652,19.90210696268343,39.804213925366845,80.71410045977167,Bronze,0,Loyal Customers,88,3,3,2,8
C12107,2.0,249.0,541.0,105.965,0.4232853498923572,0.8465706997847144,1.716657252341227,116.17704229072626,49.17603999548925,98.3520799909785,199.43616220392863,Bronze,0,At Risk,292,1,2,3,6
C12108,2.0,227.0,687.0,174.745,0.368888178151768,0.7377763563035356,1.4960465002821697,190.34910980731107,70.21753632962981,140.43507265925953,284.7711195590541,Silver,0,At Risk,460,1,2,3,6
C12109,5.0,592.0,601.0,411.896,0.6562222267693443,1.3124444535386877,2.661345697453449,424.9598173781977,278.8680776474148,557.7361552948292,1130.9649815700702,Platinum,0,Champions,9,5,4,5,14
C12110,2.0,459.0,496.0,13.605,0.443440040991462,0.8868800819829233,1.7983957217987054,16.576400304221856,7.350639630395023,14.701279260790034,29.810927389935344,Bronze,0,Potential Loyalists,37,4,2,1,7
C12111,0.0,0.0,132.0,0.0,0.4114517550185856,0.8229035100335902,0.0,490.25,201.7142228978616,403.4284457939676,0.0,Gold,0,Needs Attention,132,3,1,3,7
C12112,2.0,630.0,694.0,46.225,0.3666291830054844,0.7332583660109694,1.4868850199666874,51.7536733834745,18.97440699011594,37.94881398023191,76.9517616821369,Bronze,0,Potential Loyalists,64,4,2,2,8
C12113,3.0,340.0,573.0,592.8133333333333,0.4980883993059598,0.9961767986119237,2.020025174963065,624.2445982470963,310.9289927162882,621.8579854325789,1260.9898037938387,Platinum,1,At Risk,233,2,3,5,10
C12114,5.0,525.0,714.0,300.71,0.5924665363731003,1.18493307274619,2.4027809530686626,310.4438421415467,183.9275878919597,367.8551757839161,745.9285508951631,Gold,1,Can't Lose Them,189,2,4,5,11
C12115,4.0,648.0,675.0,306.865,0.532956829428782,1.0659136588575646,2.16143603046117,319.3562543334211,170.2030967677918,340.40619353558384,690.2681146693775,Gold,0,Champions,27,5,4,5,14
C12116,2.0,584.0,674.0,173.57,0.3731581649048618,0.7463163298097237,1.5133636687808294,189.0819946672705,70.55749014658954,141.1149802931791,286.14982115005773,Silver,0,Needs Attention,90,3,2,2,7
C12117,1.0,139.0,456.0,117.64,0.3635993428994168,0.727198685798835,1.47459733509208,141.78770846840672,51.55391763032676,103.10783526065372,209.0797770563253,Bronze,0,Hibernating,317,1,1,1,3
C12118,4.0,460.0,656.0,122.4775,0.5421201109759571,1.0842402219519125,2.198598227846936,128.0137667876905,69.39883745739307,138.7976749147859,281.4508407994273,Silver,0,Can't Lose Them,196,2,4,3,9
C12120,3.0,411.0,492.0,946.21,0.5409594241137917,1.081918848227584,2.1938909977948238,995.6407933664234,538.6012702036991,1077.2025404073986,2184.3273736038923,Platinum,0,Champions,81,4,4,5,13
C12121,6.0,439.0,621.0,143.47333333333333,0.728063018169129,1.4561260363382558,2.9527000181303538,147.63975976209423,107.49104909415546,214.98209818831057,435.9359213262967,Silver,0,Can't Lose Them,182,2,5,4,11
C12122,5.0,377.0,661.0,122.682,0.6207533831554692,1.2415067663109376,2.5174998316860604,127.08397633622504,78.88780825556128,157.77561651112245,319.9338890364418,Silver,0,Can't Lose Them,284,1,4,3,8
C12123,3.0,214.0,255.0,33.9,0.7230509114632453,1.446101822926486,2.932373140934266,36.86417001783528,26.65467173173184,53.30934346346351,108.09950202313443,Bronze,0,Loyal Customers,41,4,3,1,8
C12124,2.0,237.0,254.0,69.18,0.5960715295919967,1.192143059183994,2.4174012033453214,76.50825043847892,45.604389865271685,91.2087797305434,184.95113667582416,Bronze,0,Potential Loyalists,17,5,2,2,9
C12125,5.0,639.0,686.0,265.606,0.607081391875342,1.2141627837506883,2.4620523114944417,274.2884916953809,166.51543931382005,333.0308786276413,675.3126149949366,Gold,0,Champions,47,4,4,5,13
C12126,5.0,525.0,648.0,304.27599999999995,0.6281090704846733,1.2562181409693378,2.547331230298935,314.1166423834288,197.299512271222,394.5990245424412,800.1591330999502,Gold,0,Loyal Customers,123,3,4,5,12
C12127,1.0,232.0,516.0,313.7,0.3409940565240408,0.6819881130480815,1.3829203403474992,371.20322949216666,126.57809501935836,253.1561900387167,513.344496467398,Gold,0,Hibernating,284,1,1,2,4
C12128,3.0,254.0,332.0,66.75666666666666,0.6517717082563382,1.3035434165126791,2.6432963723729297,71.39432305918828,46.53279990009202,93.06559980018424,188.71635515037335,Bronze,0,Loyal Customers,78,4,3,5,12
C12129,2.0,547.0,600.0,16.33,0.3994799373781377,0.7989598747562755,1.6201130793668923,19.515029033252,7.79586257613605,15.5917251522721,31.616553780996213,Bronze,0,Potential Loyalists,53,4,2,4,10
C12130,2.0,240.0,501.0,50.465,0.4411063480794039,0.8822126961588062,1.7889313005442475,56.32607184625901,24.845787853761443,49.69157570752279,100.76347296247684,Bronze,0,At Risk,261,2,2,1,5
C12131,2.0,172.0,202.0,53.36,0.6436779874499146,1.2873559748998278,2.610471837991319,59.44802787214609,38.265386938609424,76.53077387721876,155.18740258436037,Bronze,0,Potential Loyalists,30,5,2,1,8
C12132,3.0,638.0,670.0,19.83333333333333,0.4549150088997997,0.9098300177996,1.844933091649185,22.081046771968406,10.044999588786904,20.08999917757381,40.73805388785793,Bronze,0,Loyal Customers,32,5,3,1,9
C12133,0.0,0.0,186.0,0.0,0.3764666883017664,0.7529333766003882,0.0,572.66,215.58741372288952,431.17482744397824,0.0,Platinum,0,Hibernating,186,2,1,3,6
C12134,7.0,605.0,721.0,77.13857142857144,0.7427574537370736,1.4855149074741418,3.012294117933693,79.2901384655521,58.89334135313347,117.78668270626652,238.84521770993064,Bronze,0,Loyal Customers,116,3,5,3,11
C12135,5.0,468.0,657.0,170.43400000000003,0.6229982555779925,1.245996511155984,2.526604036510744,176.2661292106927,109.81349101574658,219.626982031493,445.35471356386046,Silver,0,Can't Lose Them,189,2,4,4,10
C12136,0.0,0.0,52.0,0.0,0.4771418500461866,0.9542837000879588,0.0,89.17,42.54673876861846,85.0934775368433,0.0,Bronze,0,Potential Loyalists,52,4,1,1,6
C12137,1.0,246.0,517.0,22.91,0.3406410906607344,0.6812821813214683,1.3814888676796444,30.94137414941875,10.539903436799856,21.079806873599697,42.74516393813273,Bronze,0,Hibernating,271,1,1,1,3
C12138,3.0,257.0,386.0,160.64333333333337,0.6096253539473887,1.2192507078947814,2.4723694910088554,170.06291295091492,103.67466350102546,207.3493270020516,420.4583575319368,Silver,0,Loyal Customers,129,3,3,3,9
C12139,2.0,124.0,544.0,75.46000000000001,0.4220066480991081,0.8440132961982166,1.7114714061797145,83.28057646354657,35.14495692514276,70.28991385028556,142.53232530752328,Bronze,0,At Risk,420,1,2,1,4
C12140,0.0,0.0,10.0,0.0,0.520794066716693,0.0,0.0,57.36,29.87274766686951,0.0,0.0,Bronze,0,Potential Loyalists,10,5,1,1,7
