customer_id,CLV_180d,CLV_365d,CLV_Tier,Segment,Recency,frequency,monetary_value
C14067,314.2162043282512,637.1606365545102,Gold,Can't Lose Them,223,4.0,256.4
C10606,314.02538057605744,636.7736883903366,Gold,At Risk,340,3.0,336.34000000000003
C13255,312.7393626993467,634.1659299181201,Gold,Can't Lose Them,212,5.0,248.27800000000002
C16538,311.44808654570045,631.5475088287837,Gold,Can't Lose Them,305,4.0,292.2075
C11067,311.35351843423877,631.3557457138708,Gold,Can't Lose Them,232,6.0,205.12833333333333
C14934,311.24284481620765,631.131324210643,Gold,Can't Lose Them,291,4.0,292.515
C16142,310.32799266375287,629.2762073459444,Gold,Can't Lose Them,228,4.0,249.47250000000003
C10544,310.01955890443674,628.6507722228855,Gold,Can't Lose Them,212,5.0,228.63999999999996
C17548,309.70291393547296,628.0086865913794,Gold,Can't Lose Them,169,8.0,186.31125
C14527,308.7398373246305,626.0557812416129,Gold,Can't Lose Them,185,5.0,251.18400000000003
C13277,307.9643120559825,624.4831883357423,Gold,At Risk,214,2.0,270.15
C10495,307.84587959518075,624.24303362356,Gold,At Risk,285,2.0,389.93
C13376,306.52304392281667,621.5606168434887,Gold,At Risk,295,3.0,332.5733333333333
C12587,306.0503692385978,620.6021376227139,Gold,Can't Lose Them,266,4.0,264.4825
C11371,305.95183323620483,620.4023285067485,Gold,At Risk,193,2.0,365.18
C11137,304.7471793715093,617.959558170005,Gold,At Risk,361,3.0,332.6333333333333
C16189,304.6913893001894,617.846428303162,Gold,At Risk,162,3.0,318.05
C17930,303.97412546990296,616.391976647303,Gold,Can't Lose Them,216,4.0,208.89749999999998
C14817,303.3919123488947,615.2113778185923,Gold,At Risk,184,2.0,269.805
C14913,302.0997355353897,612.5911303912069,Gold,Can't Lose Them,187,5.0,202.988
C14647,301.6463921920434,611.6718508338654,Gold,Can't Lose Them,176,4.0,274.735
C10965,301.4172481037193,611.2071975436528,Gold,Can't Lose Them,262,5.0,214.844
C10124,301.1806012522293,610.727330317019,Gold,At Risk,162,3.0,295.5133333333333
C15657,300.7980792681198,609.9516607381323,Gold,At Risk,337,2.0,334.04
C16466,300.5922768536422,609.5343391754411,Gold,At Risk,571,2.0,376.71
C14323,300.4031138135764,609.1507585664185,Gold,Can't Lose Them,342,4.0,279.3975
C12547,300.3517980856652,609.0467016737099,Gold,At Risk,271,2.0,265.09
C14516,299.4333939558467,607.184382188245,Gold,Can't Lose Them,241,7.0,184.3942857142857
C16056,298.7147722680746,605.7271770991525,Gold,Can't Lose Them,269,5.0,240.69
C14955,297.03139304968596,602.3136581285299,Gold,At Risk,260,2.0,366.64
C13130,296.2083354555153,600.6446802292397,Gold,At Risk,216,3.0,275.39000000000004
C10158,295.457927622603,599.1230199013885,Gold,At Risk,170,3.0,260.8833333333333
C16593,295.4242346340755,599.0546980079854,Gold,Can't Lose Them,180,10.0,147.38299999999998
C17878,295.3145852840452,598.8323534926476,Gold,At Risk,224,3.0,291.6666666666667
C12584,295.17205233639373,598.543328348799,Gold,Can't Lose Them,215,4.0,238.4325
C12655,294.737329891494,597.661807835529,Gold,Can't Lose Them,210,4.0,232.865
C13861,294.3492030809503,596.8747729141487,Gold,At Risk,224,3.0,281.90666666666664
C15029,294.20656226678005,596.585529040969,Gold,Can't Lose Them,175,4.0,261.78499999999997
C11364,293.87890213974043,595.9211071166974,Gold,At Risk,186,3.0,269.37
C15820,293.70980872037023,595.5782232385294,Gold,At Risk,181,3.0,255.48999999999998
C13175,292.84818659531396,593.8310450404978,Gold,Can't Lose Them,164,7.0,187.25714285714284
C16105,292.8342046848746,593.802692833218,Gold,At Risk,168,3.0,283.46
C16100,292.4658317751781,593.0557144330037,Gold,Can't Lose Them,228,4.0,243.29500000000002
C15074,292.1259558412663,592.3665215670122,Gold,At Risk,399,3.0,300.78999999999996
C15219,292.06360497070557,592.2400878572645,Gold,At Risk,187,2.0,340.445
C11514,291.0944807285917,590.2749192552014,Gold,At Risk,491,3.0,305.43666666666667
C15904,291.02563875953217,590.1353230401623,Gold,Can't Lose Them,278,6.0,202.99666666666664
C17209,289.87812101824636,587.8084120647774,Gold,At Risk,194,3.0,255.66333333333333
C10990,289.7898256736184,587.6293687270595,Gold,Can't Lose Them,288,8.0,164.06875
C14000,289.3678220523504,586.7736391617104,Gold,Can't Lose Them,172,6.0,180.8166666666667
C10507,288.7975658458228,585.6172862984741,Gold,At Risk,289,3.0,304.6366666666667
C10089,288.43351934294594,584.879080889862,Gold,Can't Lose Them,240,6.0,208.40833333333333
C17996,287.77677338089984,583.5473460223787,Gold,At Risk,235,2.0,296.58000000000004
C11473,287.26062930848786,582.5007205422115,Gold,Can't Lose Them,180,8.0,152.4875
C12327,286.91563501374344,581.8011487778685,Gold,Can't Lose Them,174,5.0,214.378
C14901,286.9058873753341,581.781382733316,Gold,Can't Lose Them,234,4.0,244.6525
C16684,286.6540067207004,581.2706247391981,Gold,At Risk,608,2.0,372.48
C12919,285.42802292434527,578.7846020410308,Gold,Can't Lose Them,261,5.0,230.55599999999998
C17249,285.2810926501929,578.4866600962245,Gold,At Risk,510,2.0,348.90999999999997
C17311,285.1539214298057,578.2287851215505,Gold,Can't Lose Them,306,5.0,211.852
C12528,284.98021546370705,577.8765480236282,Gold,Can't Lose Them,166,4.0,252.17249999999999
C15510,284.47164548146986,576.8452811152048,Gold,Can't Lose Them,190,4.0,246.6875
C15052,284.45312989606697,576.8077356225795,Gold,At Risk,159,2.0,229.25
C14377,284.1438829462507,576.1806515298963,Gold,At Risk,317,3.0,229.07333333333335
C10472,283.04745670244455,573.9573427577346,Gold,At Risk,188,2.0,308.9
C14701,282.86688786662677,573.5911892851044,Gold,At Risk,155,3.0,256.06
C14161,282.3824332704432,572.6088230206216,Gold,At Risk,190,1.0,369.39
C10493,282.10753328211706,572.0513869331819,Gold,At Risk,212,3.0,264.3333333333333
C15645,281.05197414290365,569.9109475675536,Gold,At Risk,311,3.0,296.96
C15406,280.3816676236911,568.5517149035958,Gold,Can't Lose Them,267,4.0,233.88250000000002
C10704,280.3538474220528,568.495301716941,Gold,At Risk,280,4.0,257.76
C14026,280.3268902243549,568.4406385104968,Gold,Can't Lose Them,351,4.0,247.815
C10331,280.159932312917,568.1020849678592,Gold,Can't Lose Them,229,5.0,201.024
C16740,278.5607006259353,564.8591984914805,Gold,At Risk,577,2.0,359.14
C15154,277.03560910054637,561.7666517872184,Gold,At Risk,418,3.0,243.76666666666668
C14023,276.4827636976156,560.6456041646093,Gold,Can't Lose Them,156,5.0,226.22999999999996
C12548,276.1983848221126,560.0689470003925,Gold,At Risk,215,3.0,240.70333333333335
C16420,275.96772988832004,559.6012300513133,Gold,Can't Lose Them,328,5.0,216.86400000000003
C11325,275.88615886544727,559.4358221438234,Gold,At Risk,199,4.0,237.6625
C13600,275.656819960798,558.9707738093944,Gold,Can't Lose Them,180,4.0,237.2425
C14736,275.61612587351954,558.888255243526,Gold,Can't Lose Them,243,4.0,253.1675
C12436,274.901098059433,557.4383377316274,Gold,At Risk,173,2.0,318.815
C16731,273.9103093660976,555.4292384368093,Gold,Can't Lose Them,211,7.0,179.4357142857143
C16577,273.5928720051054,554.7855460103524,Gold,Can't Lose Them,276,6.0,190.80166666666665
C14357,273.3782985292817,554.3504386843766,Gold,Can't Lose Them,317,4.0,238.1325
C16839,273.0936145471684,553.7731628317581,Gold,Can't Lose Them,415,4.0,240.08
C16660,272.9542826046287,553.4906286149411,Gold,At Risk,265,2.0,326.51
C10494,272.0004222577244,551.5564118003855,Gold,At Risk,158,2.0,213.72
C10155,271.2821338979923,550.0998826264845,Gold,At Risk,349,3.0,282.79333333333335
C15933,271.26962203476194,550.0745113482673,Gold,At Risk,219,2.0,210.44
C14045,271.25524715900355,550.0453622946466,Gold,At Risk,220,3.0,229.78333333333333
C17997,271.1833357176662,549.8995418719335,Gold,At Risk,283,3.0,257.8533333333333
C17862,270.5192376875359,548.5528986441717,Gold,Can't Lose Them,430,5.0,215.046
C13430,269.4495109232007,546.3837304831579,Gold,Can't Lose Them,257,6.0,196.34
C16195,268.19550279967956,543.8408806771283,Gold,Can't Lose Them,169,4.0,246.3275
C14887,267.69512709045,542.8262299334101,Gold,Can't Lose Them,172,7.0,167.66142857142856
C11832,267.55657124404945,542.5452694670998,Gold,At Risk,226,3.0,277.8933333333334
C16148,267.1752196902932,541.771973260872,Gold,At Risk,154,2.0,312.16999999999996
C16274,266.27528594186566,539.9471076043363,Gold,Can't Lose Them,222,5.0,181.084
C10716,266.2075430371495,539.809740047555,Gold,Can't Lose Them,229,5.0,157.97
C16479,266.02986751714457,539.4494535764311,Gold,Can't Lose Them,167,4.0,219.94
C13276,265.70290747880614,538.7864512764696,Gold,Can't Lose Them,269,4.0,209.19750000000002
C10734,265.23618384095414,537.8400394552681,Gold,At Risk,336,2.0,337.475
C12191,265.02537974532663,537.4125755946891,Gold,At Risk,191,2.0,338.085
C10683,264.910107613886,537.1788293281576,Gold,At Risk,179,2.0,271.115
C16362,264.88843806849223,537.1348883055542,Gold,Can't Lose Them,236,4.0,239.6575
C10242,264.22249009974206,535.7844938133642,Gold,At Risk,343,4.0,228.42749999999998
C10521,263.4239084761845,534.165147743374,Gold,Can't Lose Them,475,5.0,204.562
C16379,263.2727987952197,533.8587308903057,Gold,Can't Lose Them,159,3.0,274.16333333333336
C17298,263.0767427362647,533.4611727707588,Gold,At Risk,311,2.0,306.19
C10955,262.60100571766964,532.4964838163861,Gold,At Risk,329,2.0,292.85
C14802,262.18724167462153,531.6574622846492,Gold,At Risk,391,2.0,267.44
C16301,261.5989943422103,530.464627416149,Gold,At Risk,342,2.0,277.255
C10566,261.4952145500758,530.2541850598799,Gold,At Risk,255,4.0,212.18
C12324,261.16638876005044,529.5873994301035,Gold,Can't Lose Them,186,8.0,151.69625000000002
C14872,260.6062045014783,528.4514702391095,Gold,At Risk,381,2.0,296.955
C11891,260.3559071068143,527.9439227443746,Gold,At Risk,161,2.0,275.065
C17952,260.3377346025909,527.9070729441424,Gold,Can't Lose Them,196,4.0,188.205
C15285,260.3361139321049,527.9037865845432,Gold,Can't Lose Them,609,4.0,241.805
C15771,259.99827194588136,527.2187181124816,Gold,At Risk,161,2.0,280.15
C10753,259.5503264112819,526.3103841117658,Gold,Can't Lose Them,158,8.0,137.6025
C12600,258.6373866149049,524.4591450802262,Gold,Can't Lose Them,219,4.0,233.565
C14471,258.4994232763212,524.1793860880954,Gold,Can't Lose Them,175,4.0,238.6375
C14899,258.3399949572907,523.8561008856137,Gold,Can't Lose Them,227,6.0,189.83833333333334
C13811,257.72606778228845,522.6111930029733,Gold,Can't Lose Them,166,7.0,170.25571428571428
C17009,257.6830688729733,522.5240007701955,Gold,Can't Lose Them,199,5.0,168.13799999999998
C17086,257.47633015842445,522.1047805990248,Gold,At Risk,170,3.0,213.72
C10509,257.36421229906483,521.8774304953266,Gold,At Risk,270,2.0,260.21000000000004
C15642,256.1200770241121,519.3546006322271,Gold,At Risk,265,2.0,277.645
C16749,256.0016632598623,519.1144838324961,Gold,Can't Lose Them,183,5.0,192.466
C16073,255.60792630380612,518.3160727827137,Gold,Can't Lose Them,281,7.0,165.68428571428572
C13968,254.1796353218008,515.4198160692074,Gold,At Risk,508,2.0,313.21
C13609,252.9648516270306,512.956504688146,Gold,At Risk,185,3.0,238.56000000000003
C17766,252.81326928447135,512.6491293824018,Gold,Can't Lose Them,190,4.0,174.80999999999997
C15935,252.75650227632815,512.5340185047764,Gold,At Risk,436,3.0,265.7633333333333
C14390,252.7187120435062,512.4573883104434,Gold,Can't Lose Them,178,4.0,236.33
C17067,252.4960518805462,512.0058829799972,Gold,At Risk,384,2.0,287.1
C11353,252.0778271433152,511.1578161517218,Gold,Can't Lose Them,284,5.0,201.226
C10092,252.03067006598985,511.06219207825495,Gold,At Risk,422,3.0,253.22
C14533,251.8803050448374,510.75728522980955,Gold,Can't Lose Them,154,5.0,205.504
C12927,251.76233386731582,510.5180658976127,Gold,At Risk,171,2.0,322.47
C17669,251.63198722930304,510.2537518816403,Gold,Can't Lose Them,211,7.0,140.2757142857143
C14249,251.54545936990291,510.07829261119196,Gold,At Risk,173,2.0,303.545
C12397,251.5046254393027,509.9954904741362,Gold,Can't Lose Them,231,7.0,152.53142857142856
C10111,251.23897776619023,509.4568160258873,Gold,Can't Lose Them,197,5.0,201.97
C15003,250.20532370838714,507.3607952975626,Gold,Can't Lose Them,155,4.0,215.45749999999998
C17222,249.88002305938076,506.70115787041027,Gold,Can't Lose Them,275,5.0,202.106
C13498,249.85855176777434,506.6576188624318,Gold,At Risk,284,3.0,258.9666666666667
C16694,249.7945817919597,506.5279019670278,Gold,Can't Lose Them,177,4.0,193.40499999999997
C15946,249.76362657964435,506.46513167539007,Gold,At Risk,375,3.0,255.6
C12936,249.39019067369196,505.70788664387544,Gold,At Risk,527,2.0,322.45000000000005
C10702,249.18272629821976,505.28719499361233,Gold,At Risk,249,3.0,229.38666666666666
C14462,248.77739043536792,504.46526393838525,Gold,At Risk,154,3.0,226.6866666666667
C12056,248.69857626236578,504.30544630979676,Gold,Can't Lose Them,159,9.0,136.2911111111111
C13273,248.5958586794044,504.0971578776806,Gold,Can't Lose Them,173,6.0,156.035
C11639,248.49985177368387,503.90247720774875,Gold,At Risk,259,3.0,260.80333333333334
C11011,248.25945141263657,503.41499869784633,Gold,At Risk,197,4.0,222.76
C12941,247.36281239253222,501.5968140181901,Gold,Can't Lose Them,215,5.0,195.532
C15516,247.06028930365073,500.98336442129073,Gold,At Risk,153,3.0,239.66
