customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Label,Segment,Cluster
C11985,23,5,672.5,5,4,4,13,5-4-4,Champions,Core Regulars
C11986,164,11,1149.27,2,5,5,12,2-5-5,Can't Lose Them,Champions
C11987,117,7,853.88,3,5,4,12,3-5-4,Loyal Customers,Champions
C11988,1,4,560.22,5,3,3,11,5-3-3,Loyal Customers,Core Regulars
C11989,67,3,479.54,4,2,3,9,4-2-3,Potential Loyalists,Core Regulars
C11990,237,4,1417.7,2,3,5,10,2-3-5,At Risk,Core Regulars
C11991,114,5,420.61,3,4,3,10,3-4-3,Loyal Customers,Core Regulars
C11992,293,4,92.48,1,3,1,5,1-3-1,At Risk,Occasional
C11993,60,4,438.79,4,3,3,10,4-3-3,Loyal Customers,Core Regulars
C11994,334,4,867.9,1,3,4,8,1-3-4,At Risk,Core Regulars
C11995,439,5,656.1899999999999,1,4,4,9,1-4-4,Can't Lose Them,Dormant
C11996,132,9,596.29,3,5,3,11,3-5-3,Loyal Customers,Champions
C11997,215,3,273.41,2,2,2,6,2-2-2,At Risk,Core Regulars
C11998,3,5,347.66,5,4,2,11,5-4-2,Champions,Core Regulars
C11999,52,4,139.14,4,3,1,8,4-3-1,Loyal Customers,Occasional
C12000,23,4,957.81,5,3,4,12,5-3-4,Loyal Customers,Core Regulars
C12001,15,4,168.03,5,3,1,9,5-3-1,Loyal Customers,Occasional
C12002,35,4,153.2,5,3,1,9,5-3-1,Loyal Customers,Occasional
C12003,54,5,1035.47,4,4,4,12,4-4-4,Champions,Core Regulars
C12004,295,4,118.09,1,3,1,5,1-3-1,At Risk,Dormant
C12005,191,3,137.45000000000002,2,2,1,5,2-2-1,At Risk,Occasional
C12006,112,3,110.66,3,2,1,6,3-2-1,Needs Attention,Occasional
C12007,30,6,1533.12,5,4,5,14,5-4-5,Champions,Champions
C12008,113,2,368.45,3,1,3,7,3-1-3,Needs Attention,Core Regulars
C12009,53,2,183.47,4,1,2,7,4-1-2,Potential Loyalists,Occasional
C12010,5,4,943.84,5,3,4,12,5-3-4,Loyal Customers,Core Regulars
C12011,35,5,381.98,5,4,3,12,5-4-3,Champions,Core Regulars
C12012,276,3,124.79,1,2,1,4,1-2-1,At Risk,Occasional
C12013,135,2,189.44,3,1,2,6,3-1-2,Needs Attention,Occasional
C12014,166,5,1639.05,2,4,5,11,2-4-5,Can't Lose Them,Core Regulars
C12015,33,6,258.42,5,4,2,11,5-4-2,Champions,Core Regulars
C12016,169,4,368.13,2,3,2,7,2-3-2,At Risk,Core Regulars
C12017,141,3,444.42,3,2,3,8,3-2-3,Needs Attention,Core Regulars
C12018,81,2,375.16,4,1,3,8,4-1-3,Potential Loyalists,Core Regulars
C12019,211,3,762.3199999999999,2,2,4,8,2-2-4,At Risk,Core Regulars
C12020,283,2,40.010000000000005,1,1,1,3,1-1-1,Hibernating,Occasional
C12021,85,5,1828.43,3,4,5,12,3-4-5,Loyal Customers,Core Regulars
C12022,10,4,375.99,5,3,3,11,5-3-3,Loyal Customers,Core Regulars
C12023,492,2,486.03,1,1,3,5,1-1-3,Hibernating,Dormant
C12024,318,6,417.27,1,4,3,8,1-4-3,Can't Lose Them,Core Regulars
C12025,131,4,3451.1600000000003,3,3,5,11,3-3-5,Loyal Customers,Core Regulars
C12026,42,6,4781.64,4,4,5,13,4-4-5,Champions,Champions
C12027,87,5,340.65000000000003,3,4,2,9,3-4-2,Loyal Customers,Core Regulars
C12028,157,7,696.75,2,5,4,11,2-5-4,Can't Lose Them,Champions
C12029,186,2,46.2,2,1,1,4,2-1-1,Hibernating,Occasional
C12030,180,5,159.48000000000002,2,4,1,7,2-4-1,Can't Lose Them,Core Regulars
C12031,36,4,1467.21,5,3,5,13,5-3-5,Loyal Customers,Core Regulars
C12032,99,6,1788.86,3,4,5,12,3-4-5,Loyal Customers,Champions
C12033,37,5,382.72,4,4,3,11,4-4-3,Champions,Core Regulars
C12035,59,6,1059.08,4,4,4,12,4-4-4,Champions,Champions
C12036,268,2,153.84,1,1,1,3,1-1-1,Hibernating,Occasional
C12037,133,4,400.97,3,3,3,9,3-3-3,Loyal Customers,Core Regulars
C12038,110,6,645.01,3,4,3,10,3-4-3,Loyal Customers,Champions
C12039,140,4,1840.01,3,3,5,11,3-3-5,Loyal Customers,Core Regulars
C12040,17,8,621.69,5,5,3,13,5-5-3,Champions,Champions
C12041,329,5,709.74,1,4,4,9,1-4-4,Can't Lose Them,Core Regulars
C12042,7,7,993.95,5,5,4,14,5-5-4,Champions,Champions
C12043,65,2,1033.33,4,1,4,9,4-1-4,Potential Loyalists,Core Regulars
C12044,134,6,805.4100000000001,3,4,4,11,3-4-4,Loyal Customers,Champions
C12045,427,5,195.9,1,4,2,7,1-4-2,Can't Lose Them,Dormant
C12046,183,5,258.38,2,4,2,8,2-4-2,Can't Lose Them,Core Regulars
C12047,65,6,958.01,4,4,4,12,4-4-4,Champions,Champions
C12048,292,5,1825.5,1,4,5,10,1-4-5,Can't Lose Them,Core Regulars
C12049,31,4,228.18,5,3,2,10,5-3-2,Loyal Customers,Core Regulars
C12050,82,4,256.2,4,3,2,9,4-3-2,Loyal Customers,Core Regulars
C12051,262,5,604.96,2,4,3,9,2-4-3,Can't Lose Them,Core Regulars
C12052,154,4,433.39,2,3,3,8,2-3-3,At Risk,Core Regulars
C12053,217,5,370.61,2,4,3,9,2-4-3,Can't Lose Them,Core Regulars
C12054,156,4,165.36,2,3,1,6,2-3-1,At Risk,Occasional
C12055,316,4,420.14,1,3,3,7,1-3-3,At Risk,Dormant
C12056,159,10,1274.51,2,5,5,12,2-5-5,Can't Lose Them,Champions
C12057,291,2,60.8,1,1,1,3,1-1-1,Hibernating,Occasional
C12058,2,3,1481.61,5,2,5,12,5-2-5,Potential Loyalists,Core Regulars
C12059,101,5,1259.06,3,4,5,12,3-4-5,Loyal Customers,Core Regulars
C12060,15,6,1003.28,5,4,4,13,5-4-4,Champions,Champions
C12061,353,4,55.14,1,3,1,5,1-3-1,At Risk,Dormant
C12062,107,5,292.14,3,4,2,9,3-4-2,Loyal Customers,Core Regulars
C12063,8,10,2010.78,5,5,5,15,5-5-5,Champions,Champions
C12064,115,9,2012.81,3,5,5,13,3-5-5,Loyal Customers,Champions
C12065,146,7,1137.43,3,5,5,13,3-5-5,Loyal Customers,Champions
C12066,90,3,565.6,3,2,3,8,3-2-3,Needs Attention,Core Regulars
C12067,199,2,1830.58,2,1,5,8,2-1-5,Hibernating,Core Regulars
C12068,38,6,2214.08,4,4,5,13,4-4-5,Champions,Champions
C12069,613,1,29.34,1,1,1,3,1-1-1,Hibernating,Dormant
C12070,455,6,1312.0600000000002,1,4,5,10,1-4-5,Can't Lose Them,Dormant
C12071,127,1,191.94,3,1,2,6,3-1-2,Needs Attention,Occasional
C12072,397,6,709.1,1,4,4,9,1-4-4,Can't Lose Them,Dormant
C12073,170,6,323.73,2,4,2,8,2-4-2,Can't Lose Them,Core Regulars
C12074,241,6,796.8499999999999,2,4,4,10,2-4-4,Can't Lose Them,Core Regulars
C12075,248,3,593.12,2,2,3,7,2-2-3,At Risk,Core Regulars
C12076,148,7,630.05,3,5,3,11,3-5-3,Loyal Customers,Champions
C12077,62,3,464.16,4,2,3,9,4-2-3,Potential Loyalists,Core Regulars
C12078,53,6,220.33,4,4,2,10,4-4-2,Champions,Core Regulars
C12079,103,7,972.99,3,5,4,12,3-5-4,Loyal Customers,Champions
C12080,337,3,291.7,1,2,2,5,1-2-2,At Risk,Dormant
C12081,223,5,153.07000000000002,2,4,1,7,2-4-1,Can't Lose Them,Occasional
C12082,139,3,1778.29,3,2,5,10,3-2-5,Needs Attention,Core Regulars
C12083,11,3,907.21,5,2,4,11,5-2-4,Potential Loyalists,Core Regulars
C12084,510,2,104.67,1,1,1,3,1-1-1,Hibernating,Dormant
C12085,171,2,761.4699999999999,2,1,4,7,2-1-4,Hibernating,Core Regulars
C12086,142,5,196.52,3,4,2,9,3-4-2,Loyal Customers,Core Regulars
C12087,298,2,168.51999999999998,1,1,1,3,1-1-1,Hibernating,Dormant
C12088,77,2,930.85,4,1,4,9,4-1-4,Potential Loyalists,Core Regulars
C12089,8,4,689.2700000000001,5,3,4,12,5-3-4,Loyal Customers,Core Regulars
C12090,169,4,427.52,2,3,3,8,2-3-3,At Risk,Core Regulars
C12091,51,4,2051.73,4,3,5,12,4-3-5,Loyal Customers,Core Regulars
C12092,38,3,77.91,4,2,1,7,4-2-1,Potential Loyalists,Occasional
C12093,61,4,815.31,4,3,4,11,4-3-4,Loyal Customers,Core Regulars
C12094,510,2,225.43,1,1,2,4,1-1-2,Hibernating,Dormant
C12095,161,3,1062.86,2,2,4,8,2-2-4,At Risk,Core Regulars
C12096,21,6,105.33,5,4,1,10,5-4-1,Champions,Occasional
C12097,40,2,57.69,4,1,1,6,4-1-1,Potential Loyalists,Occasional
C12098,100,3,56.67,3,2,1,6,3-2-1,Needs Attention,Occasional
C12099,76,3,1163.14,4,2,5,11,4-2-5,Potential Loyalists,Core Regulars
C12100,5,6,430.08,5,4,3,12,5-4-3,Champions,Champions
C12101,7,6,691.53,5,4,4,13,5-4-4,Champions,Champions
C12102,366,5,633.9599999999999,1,4,3,8,1-4-3,Can't Lose Them,Dormant
C12103,304,6,291.02,1,4,2,7,1-4-2,Can't Lose Them,Core Regulars
C12104,308,3,124.7,1,2,1,4,1-2-1,At Risk,Dormant
C12105,28,7,1317.85,5,5,5,15,5-5-5,Champions,Champions
C12106,88,4,285.84000000000003,3,3,2,8,3-3-2,Loyal Customers,Core Regulars
C12107,292,3,499.27,1,2,3,6,1-2-3,At Risk,Dormant
C12108,460,3,398.69,1,2,3,6,1-2-3,At Risk,Dormant
C12109,9,6,2121.07,5,4,5,14,5-4-5,Champions,Champions
C12110,37,3,48.87,4,2,1,7,4-2-1,Potential Loyalists,Occasional
C12111,132,1,490.25,3,1,3,7,3-1-3,Needs Attention,Core Regulars
C12112,64,3,320.57,4,2,2,8,4-2-2,Potential Loyalists,Core Regulars
C12113,233,4,1825.52,2,3,5,10,2-3-5,At Risk,Core Regulars
C12114,189,6,1512.53,2,4,5,11,2-4-5,Can't Lose Them,Champions
C12115,27,5,1351.09,5,4,5,14,5-4-5,Champions,Core Regulars
C12116,90,3,350.38,3,2,2,7,3-2-2,Needs Attention,Core Regulars
C12117,317,2,126.89,1,1,1,3,1-1-1,Hibernating,Dormant
C12118,196,5,623.71,2,4,3,9,2-4-3,Can't Lose Them,Core Regulars
C12120,81,5,3002.33,4,4,5,13,4-4-5,Champions,Champions
C12121,182,7,890.8,2,5,4,11,2-5-4,Can't Lose Them,Champions
C12122,284,6,646.54,1,4,3,8,1-4-3,Can't Lose Them,Core Regulars
C12123,41,4,173.29999999999998,4,3,1,8,4-3-1,Loyal Customers,Occasional
C12124,17,3,261.3,5,2,2,9,5-2-2,Potential Loyalists,Core Regulars
C12125,47,6,1370.85,4,4,5,13,4-4-5,Champions,Champions
C12126,123,6,1606.46,3,4,5,12,3-4-5,Loyal Customers,Champions
C12127,284,2,318.94,1,1,2,4,1-1-2,Hibernating,Dormant
C12128,78,4,3554.91,4,3,5,12,4-3-5,Loyal Customers,Core Regulars
C12129,53,3,798.0,4,2,4,10,4-2-4,Potential Loyalists,Core Regulars
C12130,261,3,129.14999999999998,2,2,1,5,2-2-1,At Risk,Occasional
C12131,30,3,114.32,5,2,1,8,5-2-1,Potential Loyalists,Occasional
C12132,32,4,102.97,5,3,1,9,5-3-1,Loyal Customers,Occasional
C12133,186,1,572.66,2,1,3,6,2-1-3,Hibernating,Core Regulars
C12134,116,8,546.85,3,5,3,11,3-5-3,Loyal Customers,Champions
C12135,189,6,907.88,2,4,4,10,2-4-4,Can't Lose Them,Champions
C12136,52,1,89.17,4,1,1,6,4-1-1,Potential Loyalists,Occasional
C12137,271,2,103.97,1,1,1,3,1-1-1,Hibernating,Occasional
C12138,129,4,522.79,3,3,3,9,3-3-3,Loyal Customers,Core Regulars
C12139,420,3,154.83,1,2,1,4,1-2-1,At Risk,Dormant
C12140,10,1,57.36,5,1,1,7,5-1-1,Potential Loyalists,Occasional
C12141,175,1,5.39,2,1,1,4,2-1-1,Hibernating,Occasional
C12142,113,5,1605.6799999999998,3,4,5,12,3-4-5,Loyal Customers,Core Regulars
C12143,16,6,361.47,5,4,2,11,5-4-2,Champions,Champions
C12144,103,5,2949.03,3,4,5,12,3-4-5,Loyal Customers,Champions
C12146,26,4,658.72,5,3,4,12,5-3-4,Loyal Customers,Core Regulars
C12147,357,5,724.02,1,4,4,9,1-4-4,Can't Lose Them,Core Regulars
C12148,131,6,710.67,3,4,4,11,3-4-4,Loyal Customers,Champions
C12149,80,2,73.53999999999999,4,1,1,6,4-1-1,Potential Loyalists,Occasional
C12150,42,2,176.12,4,1,2,7,4-1-2,Potential Loyalists,Occasional
C12151,43,5,934.19,4,4,4,12,4-4-4,Champions,Core Regulars
C12152,206,3,218.0,2,2,2,6,2-2-2,At Risk,Occasional
C12153,7,4,578.8000000000001,5,3,3,11,5-3-3,Loyal Customers,Core Regulars
C12154,45,5,373.11,4,4,3,11,4-4-3,Champions,Core Regulars
C12155,132,5,574.39,3,4,3,10,3-4-3,Loyal Customers,Core Regulars
C12156,162,10,2866.3,2,5,5,12,2-5-5,Can't Lose Them,Champions
C12157,120,2,168.24,3,1,1,5,3-1-1,Needs Attention,Occasional
C12158,16,10,3223.83,5,5,5,15,5-5-5,Champions,Champions
C12159,9,5,2560.04,5,4,5,14,5-4-5,Champions,Champions
C12160,196,6,1538.09,2,4,5,11,2-4-5,Can't Lose Them,Champions
C12161,43,7,323.8,4,5,2,11,4-5-2,Champions,Champions
C12162,110,4,394.69,3,3,3,9,3-3-3,Loyal Customers,Core Regulars
C12163,439,6,2878.16,1,4,5,10,1-4-5,Can't Lose Them,Champions
C12164,118,3,201.1,3,2,2,7,3-2-2,Needs Attention,Occasional
C12165,13,4,198.2,5,3,2,10,5-3-2,Loyal Customers,Core Regulars
C12166,94,3,267.92,3,2,2,7,3-2-2,Needs Attention,Core Regulars
C12167,456,3,212.85,1,2,2,5,1-2-2,At Risk,Dormant
C12168,50,1,7.85,4,1,1,6,4-1-1,Potential Loyalists,Occasional
C12169,203,6,584.43,2,4,3,9,2-4-3,Can't Lose Them,Core Regulars
C12170,198,6,279.26,2,4,2,8,2-4-2,Can't Lose Them,Core Regulars
C12171,279,2,76.24000000000001,1,1,1,3,1-1-1,Hibernating,Occasional
C12172,104,6,1394.41,3,4,5,12,3-4-5,Loyal Customers,Champions
C12173,350,2,50.02,1,1,1,3,1-1-1,Hibernating,Dormant
C12174,527,2,24.96,1,1,1,3,1-1-1,Hibernating,Dormant
C12175,352,5,522.65,1,4,3,8,1-4-3,Can't Lose Them,Dormant
C12176,65,4,170.18,4,3,1,8,4-3-1,Loyal Customers,Occasional
C12177,76,2,54.69,4,1,1,6,4-1-1,Potential Loyalists,Occasional
C12178,185,4,725.0,2,3,4,9,2-3-4,At Risk,Core Regulars
C12179,138,6,2593.1800000000003,3,4,5,12,3-4-5,Loyal Customers,Champions
C12180,105,4,725.03,3,3,4,10,3-3-4,Loyal Customers,Core Regulars
C12181,24,5,237.65,5,4,2,11,5-4-2,Champions,Core Regulars
C12182,177,3,47.86,2,2,1,5,2-2-1,At Risk,Occasional
C12183,323,2,218.42,1,1,2,4,1-1-2,Hibernating,Dormant
C12184,7,1,17.71,5,1,1,7,5-1-1,Potential Loyalists,Occasional
C12185,229,5,252.17,2,4,2,8,2-4-2,Can't Lose Them,Core Regulars
C12186,406,4,561.94,1,3,3,7,1-3-3,At Risk,Dormant
C12187,255,3,511.64,2,2,3,7,2-2-3,At Risk,Core Regulars
C12188,15,6,1417.14,5,4,5,14,5-4-5,Champions,Champions
C12189,102,1,61.51,3,1,1,5,3-1-1,Needs Attention,Occasional
C12190,1,8,3401.6400000000003,5,5,5,15,5-5-5,Champions,Champions
C12191,191,3,812.65,2,2,4,8,2-2-4,At Risk,Core Regulars
C12192,123,3,707.41,3,2,4,9,3-2-4,Needs Attention,Core Regulars
C12193,271,2,1093.19,1,1,4,6,1-1-4,Hibernating,Core Regulars
C12194,135,9,1757.05,3,5,5,13,3-5-5,Loyal Customers,Champions
C12195,4,3,465.23,5,2,3,10,5-2-3,Potential Loyalists,Core Regulars
C12196,37,8,2927.74,4,5,5,14,4-5-5,Champions,Champions
C12197,70,3,176.82999999999998,4,2,2,8,4-2-2,Potential Loyalists,Occasional
C12198,184,4,292.17,2,3,2,7,2-3-2,At Risk,Core Regulars
C12199,23,2,411.02,5,1,3,9,5-1-3,Potential Loyalists,Core Regulars
C12200,92,4,1186.41,3,3,5,11,3-3-5,Loyal Customers,Core Regulars
C12201,109,2,55.650000000000006,3,1,1,5,3-1-1,Needs Attention,Occasional
C12202,23,4,644.62,5,3,3,11,5-3-3,Loyal Customers,Core Regulars
C12203,55,5,2543.74,4,4,5,13,4-4-5,Champions,Champions
C12204,189,5,374.09,2,4,3,9,2-4-3,Can't Lose Them,Core Regulars
C12205,50,4,308.95,4,3,2,9,4-3-2,Loyal Customers,Core Regulars
C12206,238,3,635.03,2,2,3,7,2-2-3,At Risk,Core Regulars
C12207,120,4,534.18,3,3,3,9,3-3-3,Loyal Customers,Core Regulars
C12208,411,5,1136.4,1,4,5,10,1-4-5,Can't Lose Them,Dormant
C12209,156,4,946.27,2,3,4,9,2-3-4,At Risk,Core Regulars
C12210,89,3,397.47,3,2,3,8,3-2-3,Needs Attention,Core Regulars
C12211,149,6,443.33,3,4,3,10,3-4-3,Loyal Customers,Core Regulars
C12212,9,7,726.23,5,5,4,14,5-5-4,Champions,Champions
C12213,511,2,103.79,1,1,1,3,1-1-1,Hibernating,Dormant
C12214,29,1,13.36,5,1,1,7,5-1-1,Potential Loyalists,Occasional
C12215,38,4,831.96,4,3,4,11,4-3-4,Loyal Customers,Core Regulars
C12216,107,3,590.72,3,2,3,8,3-2-3,Needs Attention,Core Regulars
C12217,12,5,731.48,5,4,4,13,5-4-4,Champions,Core Regulars
C12218,145,3,692.43,3,2,4,9,3-2-4,Needs Attention,Core Regulars
C12219,251,3,650.3399999999999,2,2,4,8,2-2-4,At Risk,Core Regulars
C12220,161,6,467.81,2,4,3,9,2-4-3,Can't Lose Them,Core Regulars
C12221,87,1,338.24,3,1,2,6,3-1-2,Needs Attention,Occasional
C12222,123,2,61.27,3,1,1,5,3-1-1,Needs Attention,Occasional
C12223,20,6,680.82,5,4,4,13,5-4-4,Champions,Champions
C12224,69,6,925.39,4,4,4,12,4-4-4,Champions,Champions
C12225,50,4,178.85000000000002,4,3,2,9,4-3-2,Loyal Customers,Occasional
C12226,203,6,598.31,2,4,3,9,2-4-3,Can't Lose Them,Core Regulars
C12227,358,2,186.52,1,1,2,4,1-1-2,Hibernating,Dormant
C12228,44,6,304.63,4,4,2,10,4-4-2,Champions,Core Regulars
C12229,68,1,136.45,4,1,1,6,4-1-1,Potential Loyalists,Occasional
C12230,64,3,315.6,4,2,2,8,4-2-2,Potential Loyalists,Core Regulars
C12231,38,3,177.87,4,2,2,8,4-2-2,Potential Loyalists,Occasional
C12232,234,1,197.96,2,1,2,5,2-1-2,Hibernating,Occasional
C12233,37,8,655.8,4,5,4,13,4-5-4,Champions,Champions
C12234,20,5,482.49,5,4,3,12,5-4-3,Champions,Core Regulars
C12235,43,4,108.91,4,3,1,8,4-3-1,Loyal Customers,Occasional
C12236,471,1,335.55,1,1,2,4,1-1-2,Hibernating,Dormant
C12237,197,3,292.72,2,2,2,6,2-2-2,At Risk,Core Regulars
C12238,234,2,101.86,2,1,1,4,2-1-1,Hibernating,Occasional
C12239,216,3,299.43999999999994,2,2,2,6,2-2-2,At Risk,Core Regulars
C12240,19,3,1046.87,5,2,4,11,5-2-4,Potential Loyalists,Core Regulars
C12241,34,6,332.47,5,4,2,11,5-4-2,Champions,Champions
C12242,53,4,1268.1,4,3,5,12,4-3-5,Loyal Customers,Core Regulars
C12243,56,8,512.01,4,5,3,12,4-5-3,Champions,Champions
C12244,210,3,292.5,2,2,2,6,2-2-2,At Risk,Core Regulars
C12245,164,3,549.96,2,2,3,7,2-2-3,At Risk,Core Regulars
C12246,57,5,310.5,4,4,2,10,4-4-2,Champions,Core Regulars
C12247,7,2,103.55,5,1,1,7,5-1-1,Potential Loyalists,Occasional
C12248,108,7,389.47,3,5,3,11,3-5-3,Loyal Customers,Champions
C12249,80,4,340.3,4,3,2,9,4-3-2,Loyal Customers,Core Regulars
C12250,162,1,23.26,2,1,1,4,2-1-1,Hibernating,Occasional
C12251,66,4,550.63,4,3,3,10,4-3-3,Loyal Customers,Core Regulars
C12252,132,2,1394.8300000000002,3,1,5,9,3-1-5,Needs Attention,Core Regulars
C12253,623,4,432.86,1,3,3,7,1-3-3,At Risk,Dormant
C12254,34,2,90.19,5,1,1,7,5-1-1,Potential Loyalists,Occasional
C12255,5,4,587.28,5,3,3,11,5-3-3,Loyal Customers,Core Regulars
C12256,3,8,574.32,5,5,3,13,5-5-3,Champions,Champions
C12257,433,3,979.55,1,2,4,7,1-2-4,At Risk,Dormant
C12258,192,7,2906.08,2,5,5,12,2-5-5,Can't Lose Them,Champions
C12259,5,5,283.48,5,4,2,11,5-4-2,Champions,Core Regulars
C12260,113,3,4176.94,3,2,5,10,3-2-5,Needs Attention,Core Regulars
C12261,21,8,914.21,5,5,4,14,5-5-4,Champions,Champions
C12262,55,4,635.22,4,3,3,10,4-3-3,Loyal Customers,Core Regulars
C12263,215,6,3259.66,2,4,5,11,2-4-5,Can't Lose Them,Champions
C12264,92,5,345.24,3,4,2,9,3-4-2,Loyal Customers,Core Regulars
C12265,11,6,2205.3,5,4,5,14,5-4-5,Champions,Champions
C12266,223,1,898.21,2,1,4,7,2-1-4,Hibernating,Core Regulars
C12267,140,6,687.94,3,4,4,11,3-4-4,Loyal Customers,Champions
C12268,7,5,736.8,5,4,4,13,5-4-4,Champions,Core Regulars
C12269,25,5,392.99,5,4,3,12,5-4-3,Champions,Core Regulars
C12270,378,2,165.06,1,1,1,3,1-1-1,Hibernating,Dormant
C12271,77,3,266.75,4,2,2,8,4-2-2,Potential Loyalists,Core Regulars
C12272,160,4,659.46,2,3,4,9,2-3-4,At Risk,Core Regulars
C12273,219,4,683.23,2,3,4,9,2-3-4,At Risk,Core Regulars
C12274,183,6,237.0,2,4,2,8,2-4-2,Can't Lose Them,Core Regulars
C12275,311,2,206.9,1,1,2,4,1-1-2,Hibernating,Dormant
C12276,145,4,123.56,3,3,1,7,3-3-1,Loyal Customers,Occasional
C12277,76,3,215.2,4,2,2,8,4-2-2,Potential Loyalists,Occasional
C12278,164,4,2447.4100000000003,2,3,5,10,2-3-5,At Risk,Core Regulars
C12279,60,5,426.41,4,4,3,11,4-4-3,Champions,Core Regulars
C12280,42,6,622.23,4,4,3,11,4-4-3,Champions,Champions
C12281,221,3,98.07,2,2,1,5,2-2-1,At Risk,Occasional
C12282,10,5,1574.28,5,4,5,14,5-4-5,Champions,Champions
C12283,15,3,1491.3000000000002,5,2,5,12,5-2-5,Potential Loyalists,Core Regulars
C12284,323,3,1109.06,1,2,4,7,1-2-4,At Risk,Core Regulars
C12285,38,5,349.64,4,4,2,10,4-4-2,Champions,Core Regulars
C12286,102,4,1153.96,3,3,5,11,3-3-5,Loyal Customers,Core Regulars
C12287,107,2,279.7,3,1,2,6,3-1-2,Needs Attention,Occasional
C12288,284,3,111.01,1,2,1,4,1-2-1,At Risk,Occasional
C12289,89,4,246.29,3,3,2,8,3-3-2,Loyal Customers,Core Regulars
C12290,30,6,931.57,5,4,4,13,5-4-4,Champions,Champions
C12291,1,7,1862.45,5,5,5,15,5-5-5,Champions,Champions
C12292,112,6,538.27,3,4,3,10,3-4-3,Loyal Customers,Champions
C12293,17,4,386.73,5,3,3,11,5-3-3,Loyal Customers,Core Regulars
C12294,99,6,2302.73,3,4,5,12,3-4-5,Loyal Customers,Champions
C12295,46,5,745.26,4,4,4,12,4-4-4,Champions,Core Regulars
C12296,6,9,1444.42,5,5,5,15,5-5-5,Champions,Champions
C12297,72,6,623.09,4,4,3,11,4-4-3,Champions,Champions
C12298,383,2,61.39,1,1,1,3,1-1-1,Hibernating,Dormant
C12299,218,4,276.14,2,3,2,7,2-3-2,At Risk,Core Regulars
C12300,236,3,270.56,2,2,2,6,2-2-2,At Risk,Occasional
C12301,327,1,25.48,1,1,1,3,1-1-1,Hibernating,Occasional
C12302,13,5,1495.48,5,4,5,14,5-4-5,Champions,Champions
C12303,469,4,647.81,1,3,4,8,1-3-4,At Risk,Dormant
C12304,78,4,497.71,4,3,3,10,4-3-3,Loyal Customers,Core Regulars
C12305,153,3,2038.16,2,2,5,9,2-2-5,At Risk,Core Regulars
C12306,65,4,91.56,4,3,1,8,4-3-1,Loyal Customers,Occasional
C12307,33,3,83.54,5,2,1,8,5-2-1,Potential Loyalists,Occasional
C12308,676,1,27.0,1,1,1,3,1-1-1,Hibernating,Dormant
C12309,248,2,488.79,2,1,3,6,2-1-3,Hibernating,Core Regulars
C12310,95,3,565.06,3,2,3,8,3-2-3,Needs Attention,Core Regulars
C12311,71,9,1997.21,4,5,5,14,4-5-5,Champions,Champions
C12312,90,1,42.28,3,1,1,5,3-1-1,Needs Attention,Occasional
C12313,45,4,281.73,4,3,2,9,4-3-2,Loyal Customers,Core Regulars
C12314,238,3,189.84,2,2,2,6,2-2-2,At Risk,Occasional
C12315,39,2,247.62,4,1,2,7,4-1-2,Potential Loyalists,Occasional
C12316,150,2,194.93,3,1,2,6,3-1-2,Needs Attention,Occasional
C12317,94,2,392.35,3,1,3,7,3-1-3,Needs Attention,Core Regulars
C12318,347,2,125.59,1,1,1,3,1-1-1,Hibernating,Dormant
C12319,117,2,90.99,3,1,1,5,3-1-1,Needs Attention,Occasional
C12320,124,4,189.42,3,3,2,8,3-3-2,Loyal Customers,Occasional
C12321,143,5,192.27,3,4,2,9,3-4-2,Loyal Customers,Core Regulars
C12322,153,7,718.04,2,5,4,11,2-5-4,Can't Lose Them,Champions
C12323,122,3,251.1,3,2,2,7,3-2-2,Needs Attention,Occasional
C12324,186,9,1508.99,2,5,5,12,2-5-5,Can't Lose Them,Champions
C12325,288,1,370.65,1,1,3,5,1-1-3,Hibernating,Dormant
C12326,44,6,204.86,4,4,2,10,4-4-2,Champions,Core Regulars
C12327,174,6,1093.1799999999998,2,4,4,10,2-4-4,Can't Lose Them,Champions
C12328,193,1,52.68,2,1,1,4,2-1-1,Hibernating,Occasional
C12329,47,6,609.87,4,4,3,11,4-4-3,Champions,Champions
C12330,23,6,1031.82,5,4,4,13,5-4-4,Champions,Champions
C12331,60,4,827.62,4,3,4,11,4-3-4,Loyal Customers,Core Regulars
C12332,372,5,573.02,1,4,3,8,1-4-3,Can't Lose Them,Dormant
C12333,311,2,154.64999999999998,1,1,1,3,1-1-1,Hibernating,Dormant
C12334,14,4,420.16,5,3,3,11,5-3-3,Loyal Customers,Core Regulars
C12335,46,4,397.67,4,3,3,10,4-3-3,Loyal Customers,Core Regulars
C12336,234,4,1401.1999999999998,2,3,5,10,2-3-5,At Risk,Core Regulars
C12337,32,7,1443.55,5,5,5,15,5-5-5,Champions,Champions
C12338,37,5,649.5899999999999,4,4,4,12,4-4-4,Champions,Core Regulars
C12339,91,6,157.86,3,4,1,8,3-4-1,Loyal Customers,Core Regulars
C12340,31,6,385.99,5,4,3,12,5-4-3,Champions,Champions
C12341,218,3,1076.12,2,2,4,8,2-2-4,At Risk,Core Regulars
C12342,143,3,1070.58,3,2,4,9,3-2-4,Needs Attention,Core Regulars
C12343,132,6,792.52,3,4,4,11,3-4-4,Loyal Customers,Champions
C12344,371,2,217.95,1,1,2,4,1-1-2,Hibernating,Dormant
