customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Label,Segment
C11243,57,7,1640.51,4,5,5,14,4-5-5,Champions
C11244,168,8,2380.68,2,5,5,12,2-5-5,Can't Lose Them
C11245,36,6,2177.83,5,4,5,14,5-4-5,Champions
C11246,240,3,290.41999999999996,2,2,2,6,2-2-2,At Risk
C11247,149,3,50.11,3,2,1,6,3-2-1,Needs Attention
C11248,233,4,521.83,2,3,3,8,2-3-3,At Risk
C11249,52,5,831.45,4,3,4,11,4-3-4,Loyal Customers
C11250,81,7,254.78,4,5,2,11,4-5-2,Champions
C11251,46,5,727.39,4,3,4,11,4-3-4,Loyal Customers
C11252,122,7,600.81,3,5,3,11,3-5-3,Loyal Customers
C11253,77,4,522.61,4,3,3,10,4-3-3,Loyal Customers
C11254,77,3,1507.95,4,2,5,11,4-2-5,Potential Loyalists
C11255,277,4,55.92,1,3,1,5,1-3-1,At Risk
C11256,25,7,1893.27,5,5,5,15,5-5-5,Champions
C11257,209,6,247.85,2,4,2,8,2-4-2,Can't Lose Them
C11258,215,4,558.0899999999999,2,3,3,8,2-3-3,At Risk
C11259,132,4,153.9,3,3,1,7,3-3-1,Loyal Customers
C11260,282,3,30.990000000000002,1,2,1,4,1-2-1,At Risk
C11261,270,1,167.18,1,1,1,3,1-1-1,Hibernating
C11262,82,5,978.72,4,3,4,11,4-3-4,Loyal Customers
C11263,9,4,371.78,5,3,3,11,5-3-3,Loyal Customers
C11264,82,4,360.58,4,3,2,9,4-3-2,Loyal Customers
C11265,49,6,2061.9700000000003,4,4,5,13,4-4-5,Champions
C11266,496,3,879.8000000000001,1,2,4,7,1-2-4,At Risk
C11267,383,3,32.22,1,2,1,4,1-2-1,At Risk
C11268,370,6,203.46,1,4,2,7,1-4-2,Can't Lose Them
C11269,50,7,215.18,4,5,2,11,4-5-2,Champions
C11270,260,3,403.47,2,2,3,7,2-2-3,At Risk
C11271,159,3,54.94,2,2,1,5,2-2-1,At Risk
C11272,215,3,249.22,2,2,2,6,2-2-2,At Risk
C11273,168,6,520.25,2,4,3,9,2-4-3,Can't Lose Them
C11274,7,5,1049.9099999999999,5,3,4,12,5-3-4,Loyal Customers
C11275,33,5,1965.28,5,3,5,13,5-3-5,Loyal Customers
C11276,320,4,321.65000000000003,1,3,2,6,1-3-2,At Risk
C11277,215,1,123.79,2,1,1,4,2-1-1,Hibernating
C11278,173,6,695.18,2,4,4,10,2-4-4,Can't Lose Them
C11279,38,4,132.8,4,3,1,8,4-3-1,Loyal Customers
C11280,207,6,305.99,2,4,2,8,2-4-2,Can't Lose Them
C11281,136,3,294.18,3,2,2,7,3-2-2,Needs Attention
C11282,79,2,172.42000000000002,4,1,1,6,4-1-1,Potential Loyalists
C11283,12,9,742.72,5,5,4,14,5-5-4,Champions
C11284,67,6,1223.32,4,4,5,13,4-4-5,Champions
C11285,322,4,486.19,1,3,3,7,1-3-3,At Risk
C11286,87,5,744.7900000000001,3,3,4,10,3-3-4,Loyal Customers
C11287,195,4,253.38,2,3,2,7,2-3-2,At Risk
C11288,19,2,506.73,5,1,3,9,5-1-3,Potential Loyalists
C11289,32,5,2215.78,5,3,5,13,5-3-5,Loyal Customers
C11290,83,2,1850.42,4,1,5,10,4-1-5,Potential Loyalists
C11291,265,5,342.57,1,3,2,6,1-3-2,At Risk
C11292,14,6,630.95,5,4,3,12,5-4-3,Champions
C11293,59,6,630.34,4,4,3,11,4-4-3,Champions
C11294,12,4,290.31,5,3,2,10,5-3-2,Loyal Customers
C11295,126,6,2345.55,3,4,5,12,3-4-5,Loyal Customers
C11296,40,5,155.7,4,3,1,8,4-3-1,Loyal Customers
C11297,709,1,21.4,1,1,1,3,1-1-1,Hibernating
C11298,30,4,1467.57,5,3,5,13,5-3-5,Loyal Customers
C11299,168,7,871.95,2,5,4,11,2-5-4,Can't Lose Them
C11300,49,6,1349.43,4,4,5,13,4-4-5,Champions
C11301,30,9,2102.1400000000003,5,5,5,15,5-5-5,Champions
C11302,85,3,1486.58,3,2,5,10,3-2-5,Needs Attention
C11303,249,3,913.66,2,2,4,8,2-2-4,At Risk
C11304,45,8,1009.32,4,5,4,13,4-5-4,Champions
C11305,128,6,571.86,3,4,3,10,3-4-3,Loyal Customers
C11306,9,5,331.13,5,3,2,10,5-3-2,Loyal Customers
C11307,20,5,522.14,5,3,3,11,5-3-3,Loyal Customers
C11308,12,7,1197.47,5,5,5,15,5-5-5,Champions
C11309,27,4,1315.66,5,3,5,13,5-3-5,Loyal Customers
C11310,98,3,980.9,3,2,4,9,3-2-4,Needs Attention
C11311,25,5,153.66,5,3,1,9,5-3-1,Loyal Customers
C11312,45,7,456.77,4,5,3,12,4-5-3,Champions
C11313,639,2,255.33999999999997,1,1,2,4,1-1-2,Hibernating
C11314,30,5,788.0,5,3,4,12,5-3-4,Loyal Customers
C11315,47,2,758.0300000000001,4,1,4,9,4-1-4,Potential Loyalists
C11316,31,8,1567.8200000000002,5,5,5,15,5-5-5,Champions
C11317,163,3,416.73999999999995,2,2,3,7,2-2-3,At Risk
C11318,184,4,182.6,2,3,2,7,2-3-2,At Risk
C11319,62,2,685.14,4,1,4,9,4-1-4,Potential Loyalists
C11320,320,3,860.22,1,2,4,7,1-2-4,At Risk
C11321,497,2,57.86,1,1,1,3,1-1-1,Hibernating
C11322,9,3,82.06,5,2,1,8,5-2-1,Potential Loyalists
C11323,571,1,119.82,1,1,1,3,1-1-1,Hibernating
C11324,149,2,234.01999999999998,3,1,2,6,3-1-2,Needs Attention
C11325,199,5,1035.95,2,3,4,9,2-3-4,At Risk
C11326,130,5,193.63000000000002,3,3,2,8,3-3-2,Loyal Customers
C11327,66,5,397.04,4,3,3,10,4-3-3,Loyal Customers
C11328,130,1,15.16,3,1,1,5,3-1-1,Needs Attention
C11329,7,5,287.63,5,3,2,10,5-3-2,Loyal Customers
C11330,49,5,658.7,4,3,4,11,4-3-4,Loyal Customers
C11331,245,5,1240.01,2,3,5,10,2-3-5,At Risk
C11332,84,7,739.75,4,5,4,13,4-5-4,Champions
C11333,327,4,659.59,1,3,4,8,1-3-4,At Risk
C11334,116,4,878.92,3,3,4,10,3-3-4,Loyal Customers
C11335,367,2,971.6199999999999,1,1,4,6,1-1-4,Hibernating
C11336,209,3,575.38,2,2,3,7,2-2-3,At Risk
C11337,78,2,228.45,4,1,2,7,4-1-2,Potential Loyalists
C11338,184,3,46.870000000000005,2,2,1,5,2-2-1,At Risk
C11339,561,1,165.58,1,1,1,3,1-1-1,Hibernating
C11340,436,3,266.91,1,2,2,5,1-2-2,At Risk
C11341,50,6,807.91,4,4,4,12,4-4-4,Champions
C11342,50,2,479.72,4,1,3,8,4-1-3,Potential Loyalists
C11343,573,2,31.240000000000002,1,1,1,3,1-1-1,Hibernating
C11344,413,3,1229.97,1,2,5,8,1-2-5,At Risk
C11345,20,8,930.3100000000001,5,5,4,14,5-5-4,Champions
C11347,262,1,57.2,2,1,1,4,2-1-1,Hibernating
C11348,17,5,854.25,5,3,4,12,5-3-4,Loyal Customers
C11349,445,3,37.45,1,2,1,4,1-2-1,At Risk
C11350,625,2,186.26,1,1,2,4,1-1-2,Hibernating
C11351,66,4,537.9399999999999,4,3,3,10,4-3-3,Loyal Customers
C11352,36,3,271.87,5,2,2,9,5-2-2,Potential Loyalists
C11353,284,6,1227.73,1,4,5,10,1-4-5,Can't Lose Them
C11354,135,6,971.78,3,4,4,11,3-4-4,Loyal Customers
C11355,138,4,648.5,3,3,4,10,3-3-4,Loyal Customers
C11356,107,5,568.71,3,3,3,9,3-3-3,Loyal Customers
C11357,12,8,891.59,5,5,4,14,5-5-4,Champions
C11358,133,4,1056.11,3,3,4,10,3-3-4,Loyal Customers
C11359,95,9,1392.05,3,5,5,13,3-5-5,Loyal Customers
C11360,16,8,614.56,5,5,3,13,5-5-3,Champions
C11361,17,7,1682.8700000000001,5,5,5,15,5-5-5,Champions
C11362,38,5,146.62,4,3,1,8,4-3-1,Loyal Customers
C11363,107,7,629.49,3,5,3,11,3-5-3,Loyal Customers
C11364,186,4,874.4200000000001,2,3,4,9,2-3-4,At Risk
C11365,85,7,5036.3099999999995,3,5,5,13,3-5-5,Loyal Customers
C11366,675,1,137.49,1,1,1,3,1-1-1,Hibernating
C11367,176,2,37.88,2,1,1,4,2-1-1,Hibernating
C11368,97,5,1119.55,3,3,4,10,3-3-4,Loyal Customers
C11369,56,5,851.91,4,3,4,11,4-3-4,Loyal Customers
C11370,37,4,3494.1800000000003,4,3,5,12,4-3-5,Loyal Customers
C11371,193,3,751.34,2,2,4,8,2-2-4,At Risk
C11372,675,1,46.85,1,1,1,3,1-1-1,Hibernating
C11373,165,1,109.53,2,1,1,4,2-1-1,Hibernating
C11374,49,4,1997.64,4,3,5,12,4-3-5,Loyal Customers
C11375,64,3,923.3199999999999,4,2,4,10,4-2-4,Potential Loyalists
C11376,11,4,578.39,5,3,3,11,5-3-3,Loyal Customers
C11377,268,6,774.39,1,4,4,9,1-4-4,Can't Lose Them
C11378,15,6,1477.0100000000002,5,4,5,14,5-4-5,Champions
C11379,46,4,106.09,4,3,1,8,4-3-1,Loyal Customers
C11380,301,3,216.15,1,2,2,5,1-2-2,At Risk
C11381,25,7,1429.75,5,5,5,15,5-5-5,Champions
C11382,62,5,2412.48,4,3,5,12,4-3-5,Loyal Customers
C11383,539,2,2645.43,1,1,5,7,1-1-5,Hibernating
C11384,384,5,777.62,1,3,4,8,1-3-4,At Risk
C11385,155,2,540.97,2,1,3,6,2-1-3,Hibernating
C11386,292,4,542.32,1,3,3,7,1-3-3,At Risk
C11387,14,5,418.33,5,3,3,11,5-3-3,Loyal Customers
C11388,2,7,1621.35,5,5,5,15,5-5-5,Champions
C11389,99,8,1510.26,3,5,5,13,3-5-5,Loyal Customers
C11390,35,7,397.33,5,5,3,13,5-5-3,Champions
C11391,30,6,234.42000000000002,5,4,2,11,5-4-2,Champions
C11392,47,5,1927.2199999999998,4,3,5,12,4-3-5,Loyal Customers
C11393,520,1,98.28,1,1,1,3,1-1-1,Hibernating
C11394,57,8,2382.0099999999998,4,5,5,14,4-5-5,Champions
C11395,311,4,589.8100000000001,1,3,3,7,1-3-3,At Risk
C11396,394,2,939.04,1,1,4,6,1-1-4,Hibernating
C11397,88,6,244.75000000000003,3,4,2,9,3-4-2,Loyal Customers
C11398,184,2,718.95,2,1,4,7,2-1-4,Hibernating
C11399,12,4,1780.77,5,3,5,13,5-3-5,Loyal Customers
C11400,196,4,448.22,2,3,3,8,2-3-3,At Risk
C11401,75,5,595.8299999999999,4,3,3,10,4-3-3,Loyal Customers
C11402,221,2,1046.11,2,1,4,7,2-1-4,Hibernating
C11403,52,7,2343.5099999999998,4,5,5,14,4-5-5,Champions
C11404,36,8,1398.94,5,5,5,15,5-5-5,Champions
C11405,32,5,684.75,5,3,4,12,5-3-4,Loyal Customers
C11406,37,2,2356.4700000000003,4,1,5,10,4-1-5,Potential Loyalists
C11407,45,4,226.13,4,3,2,9,4-3-2,Loyal Customers
C11408,133,5,381.35,3,3,3,9,3-3-3,Loyal Customers
C11409,51,6,397.14,4,4,3,11,4-4-3,Champions
C11410,182,5,2080.32,2,3,5,10,2-3-5,At Risk
C11411,499,3,2582.88,1,2,5,8,1-2-5,At Risk
C11412,481,3,440.13,1,2,3,6,1-2-3,At Risk
C11413,134,5,929.8399999999999,3,3,4,10,3-3-4,Loyal Customers
C11414,554,1,162.06,1,1,1,3,1-1-1,Hibernating
C11415,283,3,2078.9900000000002,1,2,5,8,1-2-5,At Risk
C11416,103,7,1118.45,3,5,4,12,3-5-4,Loyal Customers
C11417,42,7,1079.56,4,5,4,13,4-5-4,Champions
C11418,130,4,536.71,3,3,3,9,3-3-3,Loyal Customers
C11419,44,5,708.0,4,3,4,11,4-3-4,Loyal Customers
C11420,87,5,911.27,3,3,4,10,3-3-4,Loyal Customers
C11421,29,8,1516.4699999999998,5,5,5,15,5-5-5,Champions
C11422,227,3,177.71,2,2,2,6,2-2-2,At Risk
C11423,167,4,884.99,2,3,4,9,2-3-4,At Risk
C11424,401,4,299.40999999999997,1,3,2,6,1-3-2,At Risk
C11425,134,7,549.32,3,5,3,11,3-5-3,Loyal Customers
C11426,12,3,32.39,5,2,1,8,5-2-1,Potential Loyalists
C11428,6,3,369.44,5,2,3,10,5-2-3,Potential Loyalists
C11429,279,2,670.3199999999999,1,1,4,6,1-1-4,Hibernating
C11430,290,2,79.61,1,1,1,3,1-1-1,Hibernating
C11431,72,4,295.9,4,3,2,9,4-3-2,Loyal Customers
C11432,393,4,797.4,1,3,4,8,1-3-4,At Risk
C11434,103,1,15.27,3,1,1,5,3-1-1,Needs Attention
C11435,184,2,91.46000000000001,2,1,1,4,2-1-1,Hibernating
C11436,214,8,758.79,2,5,4,11,2-5-4,Can't Lose Them
C11437,116,6,397.28000000000003,3,4,3,10,3-4-3,Loyal Customers
C11438,118,8,1326.74,3,5,5,13,3-5-5,Loyal Customers
C11439,34,8,817.35,5,5,4,14,5-5-4,Champions
C11440,52,9,2217.3399999999997,4,5,5,14,4-5-5,Champions
C11441,146,2,68.51,3,1,1,5,3-1-1,Needs Attention
C11442,116,5,399.99,3,3,3,9,3-3-3,Loyal Customers
C11443,467,3,288.74,1,2,2,5,1-2-2,At Risk
C11444,80,2,27.42,4,1,1,6,4-1-1,Potential Loyalists
C11445,308,6,902.74,1,4,4,9,1-4-4,Can't Lose Them
C11446,52,9,1117.8,4,5,4,13,4-5-4,Champions
C11447,260,7,1425.1499999999999,2,5,5,12,2-5-5,Can't Lose Them
C11448,119,2,338.03,3,1,2,6,3-1-2,Needs Attention
C11449,117,7,483.06,3,5,3,11,3-5-3,Loyal Customers
C11450,727,1,1861.68,1,1,5,7,1-1-5,Hibernating
C11451,15,6,840.4399999999999,5,4,4,13,5-4-4,Champions
C11452,14,4,121.0,5,3,1,9,5-3-1,Loyal Customers
C11453,310,1,49.88,1,1,1,3,1-1-1,Hibernating
C11454,96,3,179.08,3,2,2,7,3-2-2,Needs Attention
C11455,83,3,1012.25,4,2,4,10,4-2-4,Potential Loyalists
C11456,65,1,5.78,4,1,1,6,4-1-1,Potential Loyalists
C11457,77,2,32.12,4,1,1,6,4-1-1,Potential Loyalists
C11458,54,6,1689.4999999999998,4,4,5,13,4-4-5,Champions
C11459,100,5,651.64,3,3,4,10,3-3-4,Loyal Customers
C11460,36,6,434.14,5,4,3,12,5-4-3,Champions
C11461,41,5,544.25,4,3,3,10,4-3-3,Loyal Customers
C11462,31,7,901.22,5,5,4,14,5-5-4,Champions
C11463,180,3,335.98,2,2,2,6,2-2-2,At Risk
C11464,87,5,252.55,3,3,2,8,3-3-2,Loyal Customers
C11465,131,6,1124.33,3,4,4,11,3-4-4,Loyal Customers
C11466,259,6,562.42,2,4,3,9,2-4-3,Can't Lose Them
C11467,628,2,89.94,1,1,1,3,1-1-1,Hibernating
C11468,148,5,177.14999999999998,3,3,2,8,3-3-2,Loyal Customers
C11469,63,6,315.74,4,4,2,10,4-4-2,Champions
C11470,614,2,214.73000000000002,1,1,2,4,1-1-2,Hibernating
C11471,271,4,190.03,1,3,2,6,1-3-2,At Risk
C11472,105,4,474.84000000000003,3,3,3,9,3-3-3,Loyal Customers
C11473,180,9,1534.31,2,5,5,12,2-5-5,Can't Lose Them
C11474,160,4,728.77,2,3,4,9,2-3-4,At Risk
C11475,196,2,671.88,2,1,4,7,2-1-4,Hibernating
C11476,72,3,98.50999999999999,4,2,1,7,4-2-1,Potential Loyalists
C11477,8,7,1795.85,5,5,5,15,5-5-5,Champions
C11478,2,6,1130.6000000000001,5,4,4,13,5-4-4,Champions
C11479,125,4,114.89,3,3,1,7,3-3-1,Loyal Customers
C11480,176,5,293.52,2,3,2,7,2-3-2,At Risk
C11481,281,4,667.21,1,3,4,8,1-3-4,At Risk
C11482,192,2,333.59000000000003,2,1,2,5,2-1-2,Hibernating
C11483,419,2,13.299999999999999,1,1,1,3,1-1-1,Hibernating
C11484,520,3,88.77,1,2,1,4,1-2-1,At Risk
C11485,49,5,137.88,4,3,1,8,4-3-1,Loyal Customers
C11486,125,6,653.27,3,4,4,11,3-4-4,Loyal Customers
C11487,288,3,184.49,1,2,2,5,1-2-2,At Risk
C11488,54,5,386.14,4,3,3,10,4-3-3,Loyal Customers
C11490,261,2,74.8,2,1,1,4,2-1-1,Hibernating
C11491,208,2,222.83,2,1,2,5,2-1-2,Hibernating
C11492,100,3,775.02,3,2,4,9,3-2-4,Needs Attention
C11493,346,3,51.28,1,2,1,4,1-2-1,At Risk
C11494,91,6,428.80999999999995,3,4,3,10,3-4-3,Loyal Customers
C11495,41,5,304.5,4,3,2,9,4-3-2,Loyal Customers
C11496,231,2,932.04,2,1,4,7,2-1-4,Hibernating
C11497,112,6,1382.8,3,4,5,12,3-4-5,Loyal Customers
C11498,356,3,114.38000000000001,1,2,1,4,1-2-1,At Risk
C11499,25,6,238.13,5,4,2,11,5-4-2,Champions
C11500,9,7,1366.05,5,5,5,15,5-5-5,Champions
C11501,77,4,271.52,4,3,2,9,4-3-2,Loyal Customers
C11502,230,8,746.3,2,5,4,11,2-5-4,Can't Lose Them
C11503,244,3,163.22,2,2,1,5,2-2-1,At Risk
C11504,78,6,1632.6399999999999,4,4,5,13,4-4-5,Champions
C11505,84,8,1045.25,4,5,4,13,4-5-4,Champions
C11506,51,4,236.76,4,3,2,9,4-3-2,Loyal Customers
C11507,332,4,261.77,1,3,2,6,1-3-2,At Risk
C11508,40,3,723.5,4,2,4,10,4-2-4,Potential Loyalists
C11509,518,1,107.68,1,1,1,3,1-1-1,Hibernating
C11510,373,2,248.9,1,1,2,4,1-1-2,Hibernating
C11511,31,3,721.97,5,2,4,11,5-2-4,Potential Loyalists
C11513,20,4,323.58,5,3,2,10,5-3-2,Loyal Customers
C11514,491,4,970.67,1,3,4,8,1-3-4,At Risk
C11515,59,5,125.08,4,3,1,8,4-3-1,Loyal Customers
C11516,135,4,541.28,3,3,3,9,3-3-3,Loyal Customers
C11517,72,7,1890.45,4,5,5,14,4-5-5,Champions
C11518,187,4,701.1800000000001,2,3,4,9,2-3-4,At Risk
C11519,134,3,141.16,3,2,1,6,3-2-1,Needs Attention
C11520,595,2,72.27000000000001,1,1,1,3,1-1-1,Hibernating
C11521,1,8,827.72,5,5,4,14,5-5-4,Champions
C11522,248,6,875.98,2,4,4,10,2-4-4,Can't Lose Them
C11523,48,7,789.26,4,5,4,13,4-5-4,Champions
C11524,102,4,129.34,3,3,1,7,3-3-1,Loyal Customers
C11525,83,6,584.39,4,4,3,11,4-4-3,Champions
C11526,35,7,3343.51,5,5,5,15,5-5-5,Champions
C11527,16,4,155.55,5,3,1,9,5-3-1,Loyal Customers
C11528,67,5,938.73,4,3,4,11,4-3-4,Loyal Customers
C11529,60,8,373.16,4,5,3,12,4-5-3,Champions
C11531,205,5,189.69,2,3,2,7,2-3-2,At Risk
C11532,138,6,396.2,3,4,3,10,3-4-3,Loyal Customers
C11533,368,3,844.6,1,2,4,7,1-2-4,At Risk
C11534,256,3,206.95,2,2,2,6,2-2-2,At Risk
C11535,109,4,229.37,3,3,2,8,3-3-2,Loyal Customers
C11536,328,2,17.64,1,1,1,3,1-1-1,Hibernating
C11537,77,7,1805.1399999999999,4,5,5,14,4-5-5,Champions
C11538,136,5,645.35,3,3,3,9,3-3-3,Loyal Customers
C11539,62,4,809.16,4,3,4,11,4-3-4,Loyal Customers
C11540,111,6,1127.33,3,4,4,11,3-4-4,Loyal Customers
C11541,334,2,118.72999999999999,1,1,1,3,1-1-1,Hibernating
C11542,103,7,238.98999999999998,3,5,2,10,3-5-2,Loyal Customers
C11543,124,8,223.01,3,5,2,10,3-5-2,Loyal Customers
C11544,92,2,125.53,3,1,1,5,3-1-1,Needs Attention
C11545,8,6,1625.6599999999999,5,4,5,14,5-4-5,Champions
C11546,57,4,1431.16,4,3,5,12,4-3-5,Loyal Customers
C11547,462,3,366.8,1,2,2,5,1-2-2,At Risk
C11548,48,7,396.55,4,5,3,12,4-5-3,Champions
C11549,108,4,215.92000000000002,3,3,2,8,3-3-2,Loyal Customers
C11550,9,5,183.01,5,3,2,10,5-3-2,Loyal Customers
C11551,34,5,602.6,5,3,3,11,5-3-3,Loyal Customers
C11552,388,4,506.85,1,3,3,7,1-3-3,At Risk
C11553,44,7,1459.14,4,5,5,14,4-5-5,Champions
C11554,59,3,158.65,4,2,1,7,4-2-1,Potential Loyalists
C11555,188,3,231.75,2,2,2,6,2-2-2,At Risk
C11556,175,6,245.25,2,4,2,8,2-4-2,Can't Lose Them
C11557,42,4,141.72,4,3,1,8,4-3-1,Loyal Customers
C11558,298,4,360.67999999999995,1,3,2,6,1-3-2,At Risk
C11559,210,4,378.39,2,3,3,8,2-3-3,At Risk
C11560,115,7,2048.79,3,5,5,13,3-5-5,Loyal Customers
C11561,38,7,1464.4,4,5,5,14,4-5-5,Champions
C11562,507,4,640.09,1,3,3,7,1-3-3,At Risk
C11563,280,4,998.52,1,3,4,8,1-3-4,At Risk
C11564,3,7,962.9499999999999,5,5,4,14,5-5-4,Champions
C11565,146,4,536.89,3,3,3,9,3-3-3,Loyal Customers
C11566,454,3,982.18,1,2,4,7,1-2-4,At Risk
C11567,54,8,678.9,4,5,4,13,4-5-4,Champions
C11568,223,5,415.56,2,3,3,8,2-3-3,At Risk
C11569,63,2,216.22,4,1,2,7,4-1-2,Potential Loyalists
C11570,47,6,380.42,4,4,3,11,4-4-3,Champions
C11571,85,7,659.77,3,5,4,12,3-5-4,Loyal Customers
C11572,344,4,537.54,1,3,3,7,1-3-3,At Risk
C11573,58,13,576.68,4,5,3,12,4-5-3,Champions
C11574,58,5,703.43,4,3,4,11,4-3-4,Loyal Customers
C11575,136,1,146.92,3,1,1,5,3-1-1,Needs Attention
C11576,232,3,164.56,2,2,1,5,2-2-1,At Risk
C11577,236,5,1961.3000000000002,2,3,5,10,2-3-5,At Risk
C11578,99,4,1027.5,3,3,4,10,3-3-4,Loyal Customers
C11579,109,3,303.22,3,2,2,7,3-2-2,Needs Attention
C11580,356,1,289.45,1,1,2,4,1-1-2,Hibernating
C11581,251,3,286.92999999999995,2,2,2,6,2-2-2,At Risk
C11582,241,3,107.23,2,2,1,5,2-2-1,At Risk
C11583,83,2,55.54,4,1,1,6,4-1-1,Potential Loyalists
C11584,13,4,865.03,5,3,4,12,5-3-4,Loyal Customers
C11585,142,7,2179.9,3,5,5,13,3-5-5,Loyal Customers
C11586,529,3,444.79,1,2,3,6,1-2-3,At Risk
C11587,99,4,221.44000000000003,3,3,2,8,3-3-2,Loyal Customers
C11588,4,4,214.73,5,3,2,10,5-3-2,Loyal Customers
C11589,25,5,418.81,5,3,3,11,5-3-3,Loyal Customers
C11590,176,3,67.91,2,2,1,5,2-2-1,At Risk
C11591,160,4,373.37,2,3,3,8,2-3-3,At Risk
C11592,62,4,539.84,4,3,3,10,4-3-3,Loyal Customers
C11593,67,3,493.12,4,2,3,9,4-2-3,Potential Loyalists
C11594,38,4,603.6600000000001,4,3,3,10,4-3-3,Loyal Customers
C11595,422,2,145.4,1,1,1,3,1-1-1,Hibernating
C11596,36,7,289.63,5,5,2,12,5-5-2,Champions
C11597,63,5,1297.88,4,3,5,12,4-3-5,Loyal Customers
C11598,296,2,190.33999999999997,1,1,2,4,1-1-2,Hibernating
C11600,203,3,78.7,2,2,1,5,2-2-1,At Risk
C11601,59,10,580.76,4,5,3,12,4-5-3,Champions
C11602,48,5,1699.46,4,3,5,12,4-3-5,Loyal Customers
C11603,298,4,321.8,1,3,2,6,1-3-2,At Risk
C11604,92,3,65.93,3,2,1,6,3-2-1,Needs Attention
C11605,3,6,712.87,5,4,4,13,5-4-4,Champions
C11606,300,1,39.13,1,1,1,3,1-1-1,Hibernating
C11607,179,11,1107.7,2,5,4,11,2-5-4,Can't Lose Them
C11608,229,3,484.48,2,2,3,7,2-2-3,At Risk
C11609,349,2,64.92,1,1,1,3,1-1-1,Hibernating
C11610,82,3,1230.5700000000002,4,2,5,11,4-2-5,Potential Loyalists
C11611,124,2,338.33,3,1,2,6,3-1-2,Needs Attention
C11612,11,4,356.16999999999996,5,3,2,10,5-3-2,Loyal Customers
C11613,152,5,358.97,2,3,2,7,2-3-2,At Risk
C11614,50,4,302.87,4,3,2,9,4-3-2,Loyal Customers
C11615,15,3,1054.46,5,2,4,11,5-2-4,Potential Loyalists
C11616,30,4,538.26,5,3,3,11,5-3-3,Loyal Customers
C11617,88,4,240.03,3,3,2,8,3-3-2,Loyal Customers
C11618,274,2,153.86,1,1,1,3,1-1-1,Hibernating
C11619,170,2,166.98000000000002,2,1,1,4,2-1-1,Hibernating
C11620,31,9,660.0,5,5,4,14,5-5-4,Champions
C11621,175,5,81.21,2,3,1,6,2-3-1,At Risk
C11622,91,6,201.0,3,4,2,9,3-4-2,Loyal Customers
C11623,211,6,680.0699999999999,2,4,4,10,2-4-4,Can't Lose Them
C11624,72,4,530.22,4,3,3,10,4-3-3,Loyal Customers
C11625,37,6,403.42999999999995,4,4,3,11,4-4-3,Champions
C11626,238,3,76.84,2,2,1,5,2-2-1,At Risk
C11627,91,6,422.91999999999996,3,4,3,10,3-4-3,Loyal Customers
C11628,51,3,71.88,4,2,1,7,4-2-1,Potential Loyalists
C11629,1,10,1857.52,5,5,5,15,5-5-5,Champions
C11630,18,5,827.22,5,3,4,12,5-3-4,Loyal Customers
C11631,8,5,1835.67,5,3,5,13,5-3-5,Loyal Customers
C11632,509,3,925.4100000000001,1,2,4,7,1-2-4,At Risk
C11633,2,6,913.24,5,4,4,13,5-4-4,Champions
C11634,84,4,117.71000000000001,4,3,1,8,4-3-1,Loyal Customers
C11635,12,4,412.43,5,3,3,11,5-3-3,Loyal Customers
C11636,38,7,541.62,4,5,3,12,4-5-3,Champions
C11637,149,7,3765.8500000000004,3,5,5,13,3-5-5,Loyal Customers
C11638,142,3,498.89,3,2,3,8,3-2-3,Needs Attention
C11639,259,4,796.9899999999999,2,3,4,9,2-3-4,At Risk
C11640,164,3,96.06,2,2,1,5,2-2-1,At Risk
C11641,2,4,1379.67,5,3,5,13,5-3-5,Loyal Customers
C11642,336,2,61.29,1,1,1,3,1-1-1,Hibernating
C11643,4,4,1136.8400000000001,5,3,5,13,5-3-5,Loyal Customers
C11644,501,3,147.16,1,2,1,4,1-2-1,At Risk
C11645,59,6,569.74,4,4,3,11,4-4-3,Champions
C11646,182,5,219.8,2,3,2,7,2-3-2,At Risk
C11647,24,5,605.97,5,3,3,11,5-3-3,Loyal Customers
C11648,13,8,1260.91,5,5,5,15,5-5-5,Champions
C11649,225,3,110.32,2,2,1,5,2-2-1,At Risk
C11650,659,1,131.46,1,1,1,3,1-1-1,Hibernating
C11651,110,4,189.83,3,3,2,8,3-3-2,Loyal Customers
C11652,49,3,516.05,4,2,3,9,4-2-3,Potential Loyalists
C11653,148,3,307.94,3,2,2,7,3-2-2,Needs Attention
C11654,182,5,239.73,2,3,2,7,2-3-2,At Risk
C11655,142,3,67.95,3,2,1,6,3-2-1,Needs Attention
C11656,51,6,195.77,4,4,2,10,4-4-2,Champions
C11657,55,4,264.68,4,3,2,9,4-3-2,Loyal Customers
C11658,165,7,2097.45,2,5,5,12,2-5-5,Can't Lose Them
C11659,204,2,22.66,2,1,1,4,2-1-1,Hibernating
C11660,112,7,1143.5500000000002,3,5,5,13,3-5-5,Loyal Customers
C11661,135,2,163.22,3,1,1,5,3-1-1,Needs Attention
C11662,78,1,28.13,4,1,1,6,4-1-1,Potential Loyalists
C11663,44,8,3112.39,4,5,5,14,4-5-5,Champions
C11664,209,4,1155.6599999999999,2,3,5,10,2-3-5,At Risk
C11665,18,4,708.4300000000001,5,3,4,12,5-3-4,Loyal Customers
